pm10,pm25,pm1,humi,temp,hcho,co,no2,rn,voc,co2,tab
15.4,8.1,7.8,9.6,25.6,23.13,0,0,1.1,121.6,1209,0
14.3,7.5,6.8,9.3,25.6,4.63,0,0,1,117.5,1191,0
14.7,8.2,7.8,8.7,25.5,14.28,0,0,1,114.8,1170,0
14,8.6,7.8,10.4,25.2,56.11,0,0,1,114.8,944,0
14.7,7.7,6.8,9.7,25.2,26.55,0,0,1,109.6,944,0
11.6,6.5,5.8,8.2,25,8.65,0,0,1,101.8,885,0
12.5,6.3,5.8,8.7,25,12.27,0,0,1,100.8,885,0
10.5,6.3,5.8,8.1,25,10.26,0,0,1,99.5,853,0
10.5,6.3,5.8,8.4,24.9,11.87,0,0,1,100.1,853,0
10.5,6.3,5.8,8.5,24.9,16.9,0,0,1,100.1,853,0
11.5,6.9,6.8,8.4,25,22.53,0,0,1,100.4,829,0
11.5,6.7,5.8,8.5,24.9,11.87,0,0,1,98.6,813,0
13.6,6.8,5.8,8.3,24.9,23.34,0,0,1,98.4,801,0
13.6,6.8,5.8,9,24.9,18.11,0,0,1,98.3,801,0
16.3,7.5,6.8,8.7,24.9,28.97,0,0,1,98.9,779,0
14.9,7.6,6.8,8.6,25,23.34,0,0,1,98.5,769,0
15.7,7.4,6.8,8.9,24.9,21.73,0,0,1,98.4,752,0
19.4,7.5,6.8,9,24.9,33.4,0,0,1,100.8,752,0
18.9,8.2,7.8,9.1,25,34.81,0,0,0.2,102,746,0
18.9,8.2,7.8,8.9,25,38.43,0,0,0.2,104.7,746,0
16.7,7.8,6.8,9.5,25,55.73,0,0,0.2,108.3,742,0
15.7,6.5,5.8,8.7,24.9,46.07,0,0,0.2,103.9,742,0
16.3,6.5,5.8,8.3,24.9,41.24,0,0,0.2,99.6,732,0
14.4,6.9,6.8,8.5,24.9,23.74,0,0,0.2,98.5,722,0
16,7,5.8,8.2,24.9,33.2,0,0,0.2,97.7,724,0
21,9.6,8.7,8.4,24.8,34.61,0,0,0.2,98.5,730,0
19,9.6,8.7,8.8,24.8,37.02,0,0,0.2,98.7,737,0
17,8.2,7.8,9.1,24.9,48.09,0,0,0.2,102.7,753,0
18.3,8.1,7.8,9.4,24.8,73.65,0,0,0.2,115.8,762,0
23.1,9,8.7,9.8,24.8,129,0,0,0.2,135.1,762,0
23.1,9,8.7,10.1,24.8,173.07,0,0,0.2,145.4,775,0
15.4,8.1,7.7,10.1,25,224.19,0,0,0.2,164.6,790,0
15.4,8.1,7.7,10.2,24.9,225.79,0,0,0.2,158.3,806,0
15.4,9.8,8.7,10.3,25,218.15,0,0,0.2,151.5,820,0
16.8,8.6,7.8,10.4,25.1,204.85,0,0,0.2,152.6,851,0
16.8,8.6,7.8,10.6,25.2,201.18,0,0,0.2,156.7,869,0
16.8,8.6,7.8,10.7,25.1,206.25,0,0,0.2,156.1,869,0
15.5,8.9,8.7,10.8,25.1,203.85,0,0,0.2,149.5,908,0
15.5,8.9,8.7,10.8,25.3,203.86,0,0,0.2,152.9,926,0
14.3,9.9,8.7,11,25.3,188.11,0,0,0.2,152.2,944,0
15.7,9.4,8.7,11.1,25.3,188.55,0,0,0.2,151.3,973,0
14.9,9.1,8.7,11.1,25.3,224.16,0,0,0.2,174.5,1002,0
14.9,9.1,8.7,11.5,25.3,244.85,0,0,0.2,186,1002,0
18.1,10,9.7,11.6,25.4,284.84,0,0,0.2,220.3,1015,0
18.1,10,9.7,11.7,25.5,345.44,0,0,0.2,244.2,1015,0
23.9,10.5,9.7,11.7,25.5,366.95,0,0,0.2,244.8,1015,0
23.9,10.5,9.7,11.8,25.5,372.18,0,0,0.2,246.8,1028,0
22.7,10,9.5,11.7,25.4,373.96,0,0,0.2,246.7,1041,0
19.9,9.9,8.7,11.9,25.4,361.26,0,0,0.3,239.1,1053,0
19.1,10.6,9.7,12,25.5,359.45,0,0,0.3,239.6,1066,0
19.7,9.5,8.7,12.1,25.6,337.71,0,0,0.3,227,1080,0
18.5,10.1,9.7,12.1,25.5,335.26,0,0,0.3,232.1,1093,0
19.4,10.8,9.7,12.1,25.5,339.66,0,0,0.3,232.3,1106,0
19.4,10.8,9.7,12.1,25.6,330.58,0,0,0.3,228.9,1106,0
23.3,10.7,9.7,12.3,25.6,323.34,0,0,0.3,226.6,1119,0
23.9,10.8,9.7,12.4,25.6,316.66,0,0,0.3,221.9,1131,0
21.7,10.5,9.7,12.3,25.6,322.69,0,0,0.3,232.2,1144,0
19.7,10,9.7,11.8,25.8,332.31,0,0,0.3,235.5,1179,0
22.3,10.7,9.7,12.1,25.7,305.96,0,0,0.3,218.1,1195,0
18.8,10.3,9.7,12,25.7,298.32,0,0,0.3,214.6,1198,0
19,10.4,9.7,11.9,25.7,297.1,0,0,0.3,213.4,1200,0
16.9,10.3,9.7,12,25.7,291.67,0,0,0.3,214.4,1203,0
16.9,10.3,9.7,11.7,25.7,294.06,0,0,0.3,218.7,1203,0
19.2,10.1,9.7,11.9,25.7,290.84,0,0,0.3,211.9,1203,0
16.4,10.3,9.7,11.9,25.7,297.27,0,0,0.3,218.6,1202,0
16.4,10.3,9.7,12.1,25.7,314.33,0,0,0.3,233.7,1202,0
23.8,10.7,9.7,12.1,25.8,335.99,0,0,0.3,237.5,1202,0
23.8,10.7,9.7,12.1,25.8,332.16,0,0,0.3,232.9,1202,0
20.2,10.4,9.7,12.2,25.9,342.8,0,0,0.4,245,1202,0
23.5,11.1,10.7,12,25.8,367.5,0,0,0.4,256,1202,0
21.7,11.5,10.7,12.2,25.9,368.1,0,0,0.4,248.1,1203,0
21.4,10.9,9.7,12.2,25.9,353.02,0,0,0.4,237.6,1202,0
21.4,10.9,9.7,12.2,25.9,333.48,0,0,0.4,234.3,1202,0
20,10.9,9.7,12.4,25.9,342.92,0,0,0.4,238.2,1202,0
19.4,11,9.7,12.5,25.9,344.32,0,0,0.4,244.3,1204,0
19.4,11,9.7,12.4,25.9,371,0,0,0.4,259,1204,0
19.4,11,9.7,12.5,26,367.18,0,0,0.4,251.7,1204,0
22.9,11.3,10.7,12.6,25.9,354.89,0,0,0.4,242.9,1207,0
25.6,11.3,10.7,12.5,25.9,343.07,0,0,0.4,238.6,1214,0
26.5,11,10.7,12.5,25.9,342.03,0,0,0.4,240.5,1218,0
24.3,11.4,10.7,12.7,25.9,344.63,0,0,0.4,246.5,1223,0
27.9,11.2,10.7,12.8,26,384.61,0,0,0.4,269.2,1227,0
24.9,11.8,10.7,12.6,26,384.14,0,0,0.4,258.2,1234,0
19.6,10.6,9.7,12.8,26,349.64,0,0,0.4,240.9,1236,0
19.6,10.6,9.7,12.9,26.1,355.65,0,0,0.4,247.5,1236,0
20.8,10.7,9.7,12.6,26,352.05,0,0,0.4,243.9,1238,0
21.4,10.4,9.7,12.8,26.1,334.33,0,0,0.4,233.2,1240,0
20.6,9.8,8.7,12.9,26.1,336.95,0,0,0.4,246.3,1240,0
21.7,10.8,10.7,12.9,26.1,396.38,0,0,0.4,279.2,1241,0
21.7,10.8,10.7,12.9,26.1,426.29,0,0,0.4,284.9,1241,0
21.8,10.9,9.7,12.9,26.2,398.72,0,0,0.7,261.4,1246,0
24.2,11.8,10.7,13.1,26.1,371.25,0,0,0.7,253.9,1247,0
26.3,12.3,11.6,12.8,26.2,358,0,0,0.7,247.2,1247,0
28.9,11.9,11.6,13,26.1,332.47,0,0,0.7,237.4,1248,0
24.9,11.6,10.7,13,26.1,322.39,0,0,0.7,234.7,1248,0
26.4,12,11.6,13.2,26,317.32,0,0,0.7,233.6,1248,0
25.3,11.8,10.7,13.1,26,315.51,0,0,0.7,232.1,1248,0
24.8,11.8,10.7,13.2,25.9,313.27,0,0,0.7,228.5,1249,0
29.3,13.8,12.6,13.2,25.7,309.64,0,0,0.5,229.5,1253,0
28.5,14.6,13.6,13.4,25.7,312.65,0,0,0.5,232.4,1257,0
27.6,15.5,14.6,13.5,25.6,317.87,0.14,0,0.5,232.7,1259,0
27.6,15.5,14.6,13.6,25.6,334.52,0.15,0,0.5,251.7,1259,0
27.6,15.5,14.6,13.7,25.4,379.09,0.16,0,0.5,271.9,1264,0
32.6,17.1,15.5,13.8,25.3,382.37,0.16,0,0.5,268.3,1270,0
27.4,15.8,14.6,14.2,25.2,371.34,0.16,0,0.5,260.8,1270,0
30.7,16.8,15.5,14.1,25.2,370.38,0.15,0,0.5,260.4,1274,0
30.7,16.8,15.5,14.5,25,368.23,0.13,0,0.5,265.9,1274,0
32.9,18.1,17.5,14.8,24.8,392.78,0.06,0,0.5,273.9,1281,0
29.8,16.5,15.5,14.8,24.9,385,0,0,0.3,267.2,1304,0
32.3,16.9,16.5,14.7,24.7,356.96,0,0,0.3,252.2,1311,0
27.7,17,16.5,14.6,24.7,335.51,0,0,0.3,246.4,1317,0
27.7,17,16.5,14.6,24.5,330.14,0,0,0.3,245,1317,0
28.8,17.6,16.5,14.6,24.6,322.98,0,0,0.3,246.9,1330,0
31.2,17.9,17.5,14.6,24.4,331.67,0,0,0.3,247.1,1344,0
36.2,19.5,18.4,14.8,24.3,319.87,0,0,0.3,241.2,1350,0
37.3,18.8,18.4,14.7,24.3,316.51,0,0,0.3,239.9,1357,0
38.7,18.5,17.5,14.9,24.1,304.91,0,0,0.3,236.8,1363,0
37,19.2,18.4,15.7,24,312.01,0,0,0.4,236.9,1371,0
33.9,19.4,18.4,15.6,24,309.67,0,0,0.4,238.1,1384,0
36.2,19.2,18.4,15.4,23.9,321,0,0,0.4,235.7,1384,0
37.8,20.8,19.4,15.6,23.8,323.87,0,0,0.4,246.3,1389,0
37,20.5,19.4,15.5,23.8,339.03,0,0,0.4,255.8,1403,0
45.8,21.4,20.4,15.6,23.6,351.78,0,0,0.4,255.9,1413,0
45.8,21.4,20.4,15.8,23.7,281.36,0,0,0.4,206.5,1413,0
37.2,20.8,19.4,15.8,23.6,332.95,0,0,0.4,246.5,1418,0
37.8,20.6,19.4,15.8,23.6,329.41,0,0,0.4,244.4,1423,0
35.7,20.7,19.4,15.9,23.5,314.37,0,0,0.4,237.7,1423,0
35,20.4,19.4,15.7,23.5,313.2,0,0,0.4,241.5,1435,0
32.3,20.8,19.4,15.7,23.5,318.7,0,0,0.2,250.4,1440,0
33,20.1,18.4,15.7,23.3,346.39,0,0,0.2,264.2,1440,0
32.6,21.2,20.4,15.3,23.3,343.81,0,0,0.2,253.7,1444,0
43,27.3,26.2,15.3,23.2,315.83,0,0,0.2,238.9,1446,0
43,27.3,26.2,15.5,23.1,322.55,0.17,0,0.2,250.4,1446,0
41.8,23.7,22.3,15.5,23.2,324.2,0.26,0,0.2,243.3,1446,0
38.1,23,22.3,15.7,23.2,314.58,0.13,0,0.2,245.2,1441,0
38.8,23.5,22.3,16,23,349.94,0.17,0,0.2,264.5,1441,0
38.8,23.5,22.3,16.3,23,350.59,0.25,0,0.2,256.3,1441,0
44.3,24.1,23.3,16.2,23.1,336.52,0.21,0,0.2,245.9,1447,0
40.5,24.4,23.3,15.8,23,297.98,0.27,0,0.2,233.6,1454,0
42,24,23.3,15.6,22.8,295.41,0.27,0,0.2,243.3,1457,0
41.3,23.7,23.3,15.9,22.9,296.47,0.13,0,0.2,237.7,1459,0
41.6,23.9,22.3,15.9,22.9,310.45,0.28,0,0.2,250.3,1459,0
41.6,23.9,22.3,15.9,22.8,326.66,0.27,0,0.2,255.4,1457,0
40.7,24,23.3,16.2,22.8,329.95,0.28,0,0.2,255.1,1457,0
41.8,24.5,23.3,16,22.7,323.32,0.28,0,0.2,251,1458,0
41.8,24.5,23.3,15.8,22.7,321.74,0.29,0,0.2,252.5,1460,0
43.2,26.9,25.2,15.8,22.6,300.96,0.29,0,0.2,237.7,1464,0
43.2,26.9,25.2,16.5,22.5,289.89,0.3,0,0.2,236.2,1464,0
45.2,26.7,25.2,16.1,22.6,301.06,0.3,0,0.2,244.4,1472,0
40.8,26.4,25.2,16,22.4,296.65,0.3,0,0.2,243.5,1469,0
40.8,26.4,25.2,15.6,22.4,293.65,0.3,0,0.2,238,1469,0
48.3,28.6,27.2,15.9,22.4,271.85,0.3,0,0.2,227.1,1465,0
43.3,27.8,26.2,16.2,22.4,285.02,0.29,0,0.2,233.1,1465,0
42.2,27.3,26.2,16,22.3,285.26,0.3,0,0.2,237.5,1460,0
42.2,27.3,26.2,16,22.3,278.01,0.3,0,0.2,229.2,1460,0
47.4,29,28.1,16.4,22.3,286.34,0.3,0,0.2,245.4,1456,0
49,29.3,28.1,15.9,22.3,318.55,0.3,0,0.2,256.9,1455,0
55.4,36.3,34.9,15.6,22.2,290.04,0.32,0,0.2,235.9,1455,0
46.2,34.1,33,15.4,22.2,268.22,0.32,0,0.3,222.9,1455,0
49.6,30.5,29.1,16,22.2,264.19,0.31,0,0.3,227.1,1452,0
43.7,29.8,28.1,15.7,22.2,273.13,0.32,0,0.3,231.5,1446,0
44.5,29.1,27.2,16.3,22.2,267.48,0.32,0,0.3,234.8,1443,0
44.5,29.1,27.2,15.9,22.1,304.36,0.31,0,0.3,265.2,1443,0
47.5,29.3,28.1,15.9,22.1,327.87,0.32,0,0.3,267.6,1444,0
49.7,29.9,28.1,16.2,22.1,322.45,0.32,0,0.3,260.7,1445,0
47,29.3,28.1,16,22.1,320.44,0.31,0,0.3,253.4,1445,0
47,29.3,28.1,15.8,22.1,318.66,0.31,0,0.3,252.1,1447,0
47,29.3,28.1,15.8,22,309.99,0.31,0,0.3,245.5,1447,0
46.5,29.8,28.1,15.7,21.9,301.92,0.31,0,0.5,243,1449,0
45.9,29.3,28.1,15.6,22,287.15,0.31,0,0.5,231.7,1449,0
45.7,29.9,29.1,15.8,21.9,273.4,0.3,0,0.5,228.8,1447,0
47,30.3,29.1,15.8,21.9,275.65,0.32,0,0.5,232.7,1445,0
46.1,30.5,29.1,15.5,21.9,274.67,0.31,0,0.5,233.4,1443,0
46.3,29.6,28.1,15.8,21.8,273.69,0.32,0,0.5,229.2,1441,0
45.5,29.3,28.1,16,21.8,269.65,0.31,0,0.5,231.5,1442,0
43.1,28.6,27.2,15.9,21.7,293,0.31,0,0.5,244.4,1444,0
43.1,28.6,27.2,15.7,21.6,297.89,0.31,0,0.5,243.1,1444,0
43.1,28.6,27.2,16.1,21.6,301.58,0.32,0,0.5,243.6,1442,0
43.1,28.6,27.2,16.1,21.6,301.58,0.32,0,0.5,243.6,1442,0
44.5,29.2,28.1,15.9,21.6,296.33,0.31,0,0.5,240.2,1437,0
48.3,29.5,28.1,16.1,21.6,285,0.31,0,0.5,236.5,1434,0
48.3,29.5,28.1,16,21.6,282.38,0.31,0,0.5,236.6,1433,0
47.1,30.4,29.1,16,21.5,282.61,0.32,0,0.5,238.3,1433,0
48.6,30.6,29.1,16.3,21.6,277.98,0.32,0,0.5,235.4,1435,0
50.4,31.1,30.1,16.2,21.5,272.93,0.32,0,0.5,232.8,1437,0
53.4,30.1,29.1,16.5,21.4,276.81,0.32,0,0.5,237.4,1440,0
48.9,30.1,29.1,16.3,21.4,278.84,0.32,0,0.5,239.2,1449,0
47.3,29.6,28.1,16.2,21.4,274.2,0.32,0,0.5,235,1454,0
47.3,29.6,28.1,16.2,21.4,266.72,0.32,0,0.5,232,1459,0
50,33.9,33,15.7,21.4,254.56,0.32,0,0.7,224.8,1463,0
46.3,32.1,31,16.1,21.4,243.84,0.32,0,0.7,220.2,1466,0
43.6,31.1,30.1,16.2,21.4,247.71,0.32,0,0.7,219.7,1467,0
49,31.9,30.1,16.3,21.3,239.2,0.32,0,0.7,217.2,1469,0
45.6,30.9,29.1,16.2,21.2,239.01,0.32,0,0.7,222.4,1470,0
46.4,31,29.1,16.3,21.3,208.36,0.27,0,0.7,188.9,1473,0
46.4,31,29.1,16.3,21.3,249.81,0.32,0,0.7,224.8,1473,0
46.4,31,29.1,16.5,21.2,205.96,0.26,0,0.7,185.5,1473,0
45,28.3,27.2,16.4,21.3,252.89,0.32,0,0.7,229.4,1475,0
45,28.3,27.2,16.6,21.2,170.83,0.21,0,0.7,154.4,1475,0
48.4,28.5,28.1,16.5,21.1,209.05,0.26,0,0.7,188.3,1479,0
48.4,28.5,28.1,16.5,21.1,241.99,0.32,0,0.7,222.7,1479,0
45.4,27,26.2,16.6,21.1,243.22,0.32,0,0.7,224.2,1479,0
48.7,27.9,27.2,16.5,21.1,248.93,0.31,0,0.7,227.5,1481,0
48.7,27.9,27.2,16.5,21.1,237.77,0.32,0,0.7,220,1481,0
50.3,26.5,26.2,16.6,21.1,231.28,0.31,0,0.7,219.4,1482,0
55.9,28.1,27.2,16.7,21,236.58,0.31,0,0.7,221.7,1485,0
50.3,27.4,26.2,16.6,21,236.39,0.31,0,0.7,223.2,1489,0
50.3,27.4,26.2,16.5,21.1,233.77,0.32,0,0.7,221.8,1489,0
41.2,25.5,24.3,16.4,21.1,228.7,0.32,0,0.6,219.4,1493,0
43.9,26,25.2,16.4,21.1,231.36,0.31,0,0.6,221.9,1498,0
49.2,26.3,25.2,16.6,21.1,232.19,0.31,0,0.6,217.4,1498,0
49.2,26.3,25.2,16.4,21,221.01,0.31,0,0.6,213.5,1498,0
47.5,25.7,24.3,16.6,20.9,218.59,0.31,0,0.6,214.3,1501,0
47.5,25.7,24.3,16.9,20.9,221.65,0.31,0,0.6,222.3,1501,0
41,24.5,23.3,16.8,20.9,230.2,0.32,0,0.6,220.1,1504,0
40.6,25.6,24.3,16.7,20.9,224.92,0.31,0,0.6,216.9,1508,0
47.5,26.1,25.2,16.9,20.9,224.33,0.31,0,0.6,219,1516,0
47.5,26.1,25.2,16.6,21,226.18,0.31,0,0.6,220.9,1516,0
47.5,26.1,25.2,16.7,20.9,221.5,0.32,0,0.6,215,1516,0
45.7,24.5,23.3,16.9,20.8,215.41,0.31,0,0.6,213.2,1519,0
43.5,25.4,24.3,17.1,20.7,220.11,0.31,0,0.6,217.9,1519,0
42,24.6,24.3,17,20.8,232.12,0.31,0,0.6,224.4,1520,0
37.6,24.4,23.3,16.7,20.8,232.75,0.31,0,0.6,221.4,1525,0
37.6,24.4,23.3,16.7,20.8,220.15,0.31,0,0.6,212.9,1525,0
47.4,25.4,24.3,17,20.8,214.26,0.31,0,0.6,212,1528,0
52.1,25.4,24.3,16.6,20.8,219.76,0.3,0,0.6,218.7,1528,0
50.5,30.7,29.1,16.2,20.7,223.23,0.3,0,0.6,222.4,1530,0
50.5,30.7,29.1,16.4,20.7,231.59,0.31,0,0.6,223.7,1530,0
50.5,30.7,29.1,16.6,20.7,236.28,0.3,0,0.6,221.9,1530,0
48.3,30.1,28.1,16.1,20.6,224.08,0.31,0,0.9,213.5,1531,0
52.2,38.8,36.9,14.9,20.7,203.74,0.31,0,0.9,205.5,1529,0
52.2,38.8,36.9,14.4,20.7,164.67,0.33,0,0.9,186.4,1529,0
48.7,35.5,34.9,15.1,20.7,167.73,0.32,0,0.9,187.9,1508,0
56.4,40.1,38.8,13.8,20.7,146.36,0.32,0,0.9,174.4,1494,0
58.4,42.9,40.7,14,20.8,129.47,0.31,0,0.9,165.1,1472,0
58.4,42.9,40.7,13.3,20.7,131.51,0.31,0,0.9,166.5,1472,0
58.4,42.9,40.7,13.7,20.7,115.84,0.33,0,0.9,162.3,1472,0
58.4,42.9,40.7,12.8,20.7,112.59,0.34,0,0.9,160.1,1442,0
51,38.6,36.9,13.3,20.8,133.75,0.33,0,0.9,164.8,1442,0
50.5,36.9,34.9,13.4,20.8,145.97,0.32,0,0.8,168.1,1409,0
48,35.4,34,13.4,21,147.41,0.31,0,0.8,168.1,1344,0
51.5,35.6,34,13.3,21.1,144.15,0.31,0,0.8,166.1,1311,0
46.2,35.2,34,13.7,21.1,146.17,0.31,0,0.8,167.4,1247,0
46.2,35.2,34,13.7,21.2,146.59,0.31,0,0.8,168,1247,0
44.1,34.5,33,13.5,21.3,146.16,0.31,0,0.8,169.3,1216,0
44.1,34.5,33,13.5,21.4,156.1,0.31,0,0.8,174.3,1216,0
43.8,33.1,32,13.8,21.5,159.14,0.31,0,0.8,173.3,1159,0
43.8,33.1,32,13.7,21.7,166.64,0.32,0,0.8,173.8,1133,0
43.8,33.1,32,13.7,21.8,169.28,0.31,0,0.8,172.8,1133,0
41.1,32.6,31,13.7,21.9,170.07,0.3,0,0.6,173.7,1098,0
42,30.7,29.1,13.8,21.8,172.49,0.36,0,0.6,179.4,1077,0
39.8,31.9,30.1,13.5,21.9,190.32,0.39,0,0.6,184.7,1083,0
36.8,29.6,28.1,13.6,22.1,199.59,0.39,0,0.6,186.5,1093,0
37.6,30.3,29.1,13.5,22.3,199.37,0.35,0,0.6,184.8,1105,0
39.4,29.8,29.1,13.3,22.4,187.73,0.31,0,0.6,180.3,1111,0
38.7,29.8,28.1,13,22.5,178.54,0.28,0,0.6,175.3,1117,0
35.6,28.3,27.2,13.1,22.6,177.69,0.28,0,0.6,174,1119,0
40,28.7,27.2,13,22.6,189.65,0.27,0,0.6,178.1,1122,0
37.4,29,28.1,13.1,22.7,193.85,0.27,0,0.6,181.2,1124,0
37.4,29,28.1,13.2,22.7,202.55,0.27,0,0.6,184.3,1124,0
39.3,27.7,26.2,13.2,22.8,221.41,0.26,0,0.6,190.2,1130,0
36.5,28.4,27.2,13.2,22.9,220.58,0.28,0,0.6,192,1134,0
38.6,28,27.2,13.1,23,221.95,0.27,0,0.6,189.8,1137,0
36.9,28.1,26.7,12.9,23,223.71,0.28,0,0.6,193.3,1140,0
34.4,27,26.2,12.9,23.1,216.57,0.27,0,0.6,186.2,1141,0
35.8,27.3,27.2,12.8,23.2,214.28,0.26,0,0.6,183.7,1143,0
36.1,26.1,25.2,12.9,23.3,219.37,0.26,0,0.6,184.4,1144,0
33.8,25.7,24.3,13,23.2,216.26,0.26,0,0.6,185.5,1145,0
34,26.5,25.2,13.1,23.4,221.52,0.26,0,0.6,187.6,1150,0
33.2,26.2,25.2,12.8,23.4,220.88,0.26,0,0.6,185.3,1150,0
33.2,26.2,25.2,12.8,23.4,218.2,0.25,0,0.6,183.7,1150,0
33.2,26.2,25.2,12.7,23.5,215.56,0.25,0,0.6,182.5,1150,0
33.4,25.5,24.3,12.9,23.5,217.33,0.26,0,0.6,182.5,1153,0
34.5,25.2,24.3,12.8,23.5,219.33,0.25,0,0.6,184,1159,0
33.9,24.7,23.3,12.7,23.6,220.29,0.25,0,0.6,186.1,1160,0
34,25,23.3,12.7,23.6,225.92,0.25,0,0.6,189.2,1162,0
34.7,24.2,23.3,12.7,23.7,241.51,0.25,0,0.6,195.4,1163,0
35.4,24.9,23.3,12.8,23.8,251.56,0.25,0,0.6,199,1162,0
31.4,24.9,23.3,12.7,23.8,259.45,0.24,0,0.6,198.5,1162,0
32.3,24.4,23.3,12.7,23.9,254.91,0.24,0,0.4,196.7,1162,0
31.6,24.3,23.3,12.6,23.9,256.71,0.25,0,0.4,193.8,1161,0
32.5,24.2,23.3,12.8,23.9,261.78,0.24,0,0.4,194.8,1161,0
32.5,24.2,23.3,12.7,24,258.49,0.24,0,0.4,194.1,1161,0
34.2,23.2,22.3,12.7,24,256.86,0.24,0,0.4,191.9,1163,0
34.2,23.2,22.3,12.7,24.1,250.98,0.24,0,0.4,193.4,1164,0
33.6,23,22.3,12.8,24.1,258.82,0.25,0,0.4,197.1,1164,0
30.5,23,22.3,12.8,24.1,258.79,0.23,0,0.4,196.6,1163,0
29.9,22.6,21.3,12.6,24.2,254.91,0.24,0,0.4,193.9,1161,0
29.9,22.6,21.3,12.6,24.2,253.68,0.23,0,0.4,190.6,1161,0
31.8,23.6,23.3,12.7,24.2,244.55,0.25,0,0.3,188.5,1160,0
33.9,23.1,22.3,12.8,24.3,245.28,0.25,0,0.3,190.1,1159,0
34.2,23.6,22.3,12.8,24.3,246.71,0.22,0,0.3,186.4,1160,0
32.4,22.5,21.3,12.9,24.4,242.03,0.25,0,0.3,187.8,1160,0
30.9,22.7,21.3,12.8,24.4,242.44,0.23,0,0.3,188.2,1160,0
30.9,22.7,21.3,12.9,24.5,235.1,0.23,0,0.3,187.5,1160,0
33.2,23.5,22.3,12.7,24.5,247.36,0.25,0,0.3,193.7,1160,0
33.2,23.5,22.3,12.7,24.5,243.15,0.22,0,0.3,189.4,1160,0
33.2,23.5,22.3,12.7,24.5,238.51,0.21,0,0.3,186.9,1160,0
30.4,24.4,23.3,12.5,24.7,231.78,0.23,0,0.3,187.3,1156,0
30.4,24.4,23.3,12.5,24.6,227.11,0.23,0,0.2,183.7,1156,0
30.4,24.4,23.3,12.4,24.7,231.13,0.23,0,0.2,185.4,1153,0
30.8,23.5,22.3,12.6,24.8,241.41,0.22,0,0.2,190.6,1149,0
29,22.2,21.3,12.6,24.8,247.85,0.23,0,0.2,191.7,1147,0
33.7,23.5,22.3,12.6,24.8,245.41,0.22,0,0.2,191,1143,0
33.7,22.8,21.3,12.7,24.8,246.98,0.23,0,0.2,192.9,1141,0
33.6,23.3,22.3,12.8,24.8,256.01,0.23,0,0.2,195.7,1139,0
33.6,23.3,22.3,12.6,24.8,252.99,0.23,0,0.2,194,1139,0
32.1,24.1,22.3,12.5,24.9,252.57,0.23,0,0.2,193.2,1138,0
35.1,23.2,22.3,12.5,24.9,246.26,0.24,0,0.2,190.6,1136,0
33.9,24.1,23.3,12.6,24.9,247.23,0.23,0,0.2,191.3,1135,0
30.4,23.2,22.3,12.6,24.9,257.13,0.23,0,0.2,195.8,1134,0
35,23.3,22.3,12.6,25,261.08,0.24,0,0.2,197.1,1133,0
33.5,23.4,22.3,12.7,24.9,259.49,0.23,0,0.2,194,1136,0
33.5,23.4,22.3,12.7,25.1,255.19,0.24,0,0.2,192.7,1136,0
33.5,23.4,22.3,12.7,25.1,255.99,0.24,0,0.2,192.2,1136,0
32.8,23.7,22.3,12.8,25,252.95,0.23,0,0.2,194,1136,0
32.8,23.7,22.3,12.6,25.1,248.72,0.24,0,0.2,191.6,1136,0
32.8,24.7,24.3,12.7,25.2,246.05,0.25,0,0.2,190.9,1138,0
31.9,24.7,23.3,12.6,25.3,247.87,0.24,0,0.4,192.6,1142,0
34.4,24.7,23.3,12.4,25.2,240.59,0.24,0,0.4,189.9,1147,0
35.9,25.8,24.3,12.5,25.1,254.26,0.25,0,0.4,207.1,1151,0
35.9,25.8,24.3,12.5,25.2,273.38,0.24,0,0.4,205.3,1151,0
35.2,26.2,25.2,12.8,25.2,263.68,0.25,0,0.4,195.5,1154,0
35.5,24.8,23.3,12.9,25.1,264.05,0.24,0,0.4,195.4,1155,0
34,26,25.2,12.7,25.2,260.22,0.25,0,0.4,195.5,1156,0
38.4,26.9,25.2,13.1,25.2,251.53,0.24,0,0.4,190.8,1157,0
36,25.9,24.3,12.8,25.2,246.48,0.24,0,0.4,191,1158,0
38,26.1,25.2,13.2,25.1,261.35,0.26,0,0.4,201.9,1158,0
35.6,26.8,25.2,12.8,25.2,272.25,0.24,0,0.4,206.3,1159,0
34.4,26.6,25.2,12.6,25.2,258.14,0.25,0,0.6,196.2,1158,0
35.2,26.9,26.2,12,25.2,239.2,0.24,0,0.6,187.8,1156,0
33.1,25.6,24.3,12.2,25.2,218.04,0.22,0,0.6,180.2,1153,0
31.9,25.4,24.3,12.3,25.2,216.22,0.22,0,0.6,178.1,1148,0
34.3,26.3,25.2,12.4,25.2,224.44,0.24,0,0.6,178.8,1137,0
34.3,26.3,25.2,12.2,25.2,226.22,0.23,0,0.6,173.3,1137,0
34.7,26.5,25.2,11.3,25.2,177.9,0.21,0,0.6,154.8,1126,0
33.2,25.6,24.3,10.9,25,158.57,0.2,0,0.6,150.5,1089,0
35.7,26.1,24.3,11.2,25,158.16,0.21,0,0.6,153.5,1075,0
36.2,27.3,26.2,10.2,24.9,165,0.21,0,0.6,154.9,1061,0
34.7,27.2,26.2,10.2,24.9,142.07,0.19,0,1,141.6,1030,0
