pm10,pm25,pm1,humi,temp,hcho,co,no2,rn,voc,co2,tab
23.9,13.5,12.8,20.8,16.9,22.62,0.05,13.47,0.5,353.5,503,373
25.6,14.2,13.6,20.8,17,24.9,0.05,14.28,0.5,356.9,503,373
25.4,14.6,13.6,21,17.1,25.72,0.05,13.99,0.5,361.8,515,380
26.4,13.6,12.6,20.9,17.2,25.09,0.05,13.72,0.5,364.8,522,380
29.1,13.7,12.6,20.9,17.3,23.84,0.06,12.73,0.6,364.1,536,433
31.5,14.1,13.6,21,17.3,24.24,0.06,12.68,0.6,364.4,544,0
26.8,13.8,12.6,20.8,17.5,24.86,0.04,11.94,0.6,365.4,544,420
26.9,14,12.6,20.6,17.5,22.36,0.05,11.88,0.6,362.9,552,0
27.9,13.9,12.6,20.5,17.5,20.08,0.06,11.51,0.6,361.6,558,386
26,14.2,13.6,20.1,17.5,18.21,0.05,10.41,0.6,358.4,571,386
26,14.2,13.6,20.4,17.6,19.65,0.05,10.95,0.6,356.8,571,380
29,14.4,13.7,21.1,17.7,25.85,0.05,12.98,0.6,357.3,575,380
28.9,16.2,15.5,21.2,17.8,26.05,0.06,12.39,0.6,358.5,584,73
27.4,17.1,16.5,21.1,17.9,24.8,0.05,11.56,0.6,357.9,593,913
29.5,16.5,15.5,21,17.9,23.76,0.06,11.63,0.6,355.2,598,913
29.5,16.5,15.5,20.5,18,20.24,0.06,10.91,0.6,352.9,598,573
31.8,15.2,14.6,20.4,18.1,14.25,0.06,8.27,0.6,347.5,598,93
25.5,15.2,14.6,20.7,18.1,37.57,0.06,10.52,0.6,360.6,599,306
25,13.5,12.6,21,18.1,118.66,0.06,12.6,0.6,423.4,602,306
27.7,14.2,13.6,20.7,18.2,210.42,0.06,11.45,0.6,451.8,603,460
27.7,14.2,13.6,20.1,18.2,196.76,0.06,8.44,0.6,409.4,603,460
26.1,13.9,12.6,20.1,18.3,142.27,0.07,9.25,0.6,380.5,607,413
26.9,14,12.6,20,18.4,135.02,0.07,9.94,0.6,386,610,413
26.9,14,12.6,20.2,18.5,122.83,0.06,9.04,0.6,374,614,493
50,39.4,36.9,20.2,18.5,129.39,0.11,10.3,0.6,396.5,614,493
214.5,195.5,192.1,20.2,18.6,159.02,0.28,12.77,0.4,434.7,623,17886
214.5,195.5,192.1,20,18.6,177.93,0.49,15.2,0.4,452.3,631,0
230,205.2,205,20,18.7,181.38,0.55,16.15,0.4,453.2,646,28693
165.4,142.4,140.7,20,18.8,179.27,0.44,13.13,0.4,433.8,653,28693
117.7,98.1,95.1,19.9,18.8,178.61,0.36,12.52,0.4,414.6,678,28693
108.1,92.4,89.2,20,18.9,186.81,0.29,12.12,0.4,427.4,687,8780
96.9,79.5,77.6,20.1,19,242.29,0.27,11.61,0.4,452.4,705,8780
96.9,79.5,77.6,19.9,19.1,240.38,0.24,10.47,0.4,429.5,705,5840
81.8,68.4,57.2,19.1,19.1,210.92,0.25,8.66,0.4,407.4,728,5840
361.1,316.2,278,19.4,19,218.08,0.64,10.1,0.4,472.3,738,7760
500.1,449.1,449.1,19.5,19.1,243.62,0.92,11.6,0.4,491.2,745,7760
297.4,239.4,227.4,19.4,19.2,236.22,0.57,11.37,0.4,459.3,750,41586
276.5,218.2,211.1,19.7,19.3,220.15,0.41,9.86,0.4,431.7,765,41586
293.5,236.5,230.9,19.8,19.3,239.42,0.42,10.68,0.4,459.1,778,22646
295.2,233.2,228.6,19.9,19.4,244.5,0.42,10.4,0.4,451.2,794,22646
254.9,202,197.4,19.8,19.4,256.78,0.42,10.63,0.4,471.6,799,22573
246.5,196.9,193.6,19.7,19.5,257.13,0.37,9.98,0.4,451.8,802,22573
235.6,186.8,183,19.7,19.4,245.57,0.35,9.65,0.4,437.7,804,16613
235.6,186.8,183,20.1,19.5,234.84,0.34,9.74,0.4,442.7,809,16613
225.3,179.4,173.8,20,19.6,273.39,0.34,9.77,0.4,471.5,821,17046
214.1,164.3,160.9,19.6,19.7,270.05,0.33,8.59,0.4,471.5,835,17046
213.1,163.8,159.4,19.5,19.7,335.21,0.32,8.17,0.4,497,842,17046
198.4,154.1,150.3,19.4,19.6,326.75,0.3,8.74,0.4,476.4,854,14753
191.9,145.3,141.6,19.6,19.8,321.14,0.3,8.4,0.4,467.8,859,3726
185.2,139.4,134.8,19.4,19.8,318.43,0.29,7.95,0.4,466,867,12420
180.6,138.2,132.9,19.2,19.8,308.51,0.29,7.33,0.4,454.9,870,12420
165.4,125.3,121.3,19.9,19.8,305.37,0.28,8.18,0.4,459,871,12060
162.3,120,116.4,19.6,19.9,326.43,0.27,7.99,0.4,474.5,874,1606
155.8,117.5,115.4,19.7,20,341.7,0.26,7.37,0.4,481.8,881,10146
142.8,105.3,102.8,19.4,20,380.15,0.25,6.64,0.2,511.8,884,10146
149.6,110.2,106.7,19.3,20.1,375.98,0.25,5.17,0.2,475.7,888,9140
142.8,104.2,100.9,19.1,20.1,366.29,0.24,5.4,0.2,481.6,889,9140
131.9,95.6,92.2,19.6,20.1,372.57,0.23,6.11,0.2,485.4,891,8586
130.2,95.5,91.2,19.4,20.2,385.42,0.23,5.03,0.2,491.2,894,8586
122.6,87.7,85.4,19.5,20.2,418.89,0.22,5.53,0.2,539.1,894,7546
122.6,87.6,84.4,19.5,20.1,461.59,0.22,4.75,0.2,527.5,899,7546
109.4,82.2,80.5,19.5,20.2,430.02,0.22,4.41,0.2,495.6,903,6700
117.5,85.2,83.4,19.3,20.3,404.39,0.22,4.86,0.2,491.1,908,1146
168,133,124.2,19.2,20.3,411.9,0.45,6.19,0.2,539.6,915,1146
332.9,279.1,275,19.2,20.4,425.75,0.68,7.67,0.2,574,919,33260
332.9,279.1,275,19.1,20.5,447.55,0.56,5.75,0.2,550.3,920,30720
332.9,279.1,275,19.2,20.4,447.31,0.51,6.87,0.2,560.6,920,30720
359.4,300.7,292.4,19,20.4,473.62,0.54,7.14,0.2,584.5,920,30720
419.9,377.3,370,19.3,20.5,459.03,0.59,6.7,0.2,576.5,920,41260
373.9,323.2,317.5,19.5,20.5,479.81,0.6,8.35,0.2,599.5,923,3546
370.9,319.8,313,19.4,20.6,485.86,0.57,8.13,0.2,590.2,923,34466
354.1,296.8,290.2,19.3,20.6,475.58,0.55,6.65,0.2,574.5,926,34466
333.5,279.3,272.7,19.3,20.6,484.29,0.5,6.98,0.2,590.3,929,29133
333.5,279.3,272.7,19.2,20.6,499.56,0.49,6.45,0.2,589.4,934,29133
294.8,251.4,245.3,19.2,20.7,479.27,0.47,5.65,0.3,570.5,936,23920
283.6,240.8,234.7,19.2,20.7,491.27,0.44,5.61,0.3,584.2,938,23920
283.6,240.8,234.7,19.3,20.7,526.94,0.42,6.19,0.3,610.3,938,20646
254.1,210.9,205,19.3,20.7,516.86,0.4,4.99,0.3,600.7,942,20646
254.1,210.9,205,18.7,20.9,543.73,0.4,3.52,0.3,601.8,942,18113
225.4,182.9,177.6,19.1,20.8,465.3,0.37,3.69,0.3,519,944,18113
225.4,182.9,177.6,19.1,20.8,508.91,0.36,4.96,0.3,605.1,944,15900
223.6,182.6,178.4,19.1,20.8,570.89,0.36,4.78,0.3,632.9,946,2246
223.6,182.6,178.4,18.9,20.9,554.91,0.35,3.64,0.3,597.3,946,14973
223.6,182.6,178.4,19,20.9,590.34,0.34,3.66,0.3,652.5,946,14973
201.6,165,160.9,18.8,20.8,616.61,0.34,3.81,0.3,633.5,947,14973
201.6,165,160.9,18.7,21,558.01,0.36,3.67,0.3,595.8,947,14326
188.3,152.4,149.4,19,21,554.68,0.36,3.56,0.3,626.2,948,14326
181.4,149.5,142.6,18.8,20.9,714.07,0.36,3.8,0.3,804.9,948,12786
181.4,149.5,142.6,18.6,21.1,861.39,0.48,4.79,0.3,916.2,948,12786
181.4,149.5,142.6,18.6,21.1,861.55,0.65,6.59,0.3,908,948,58186
323.1,286.5,281,18.6,21.1,943.23,0.6,6.41,0.3,965.6,947,58186
273,238.8,233.9,18.7,21.2,856.09,0.55,5.76,0.3,833,946,21946
242.1,209.6,205,18.5,21.1,853.97,0.5,5.59,0.3,848.8,943,21946
309,270,256,18.5,21.2,852.25,0.66,5.81,0.3,878.1,937,24173
412.7,371,353.3,18.4,21.2,898.63,0.87,6.87,0.3,977,936,24173
481,434.1,423.2,18.5,21.3,888.58,0.94,7.17,0.2,918.1,935,51300
481,434.1,423.2,18.3,21.2,890.51,0.93,8.14,0.2,951,934,14633
465.7,421,413.3,18.2,21.2,873.36,0.87,6.7,0.2,893.4,932,49793
407.2,365.8,357.8,18.2,21.3,822.94,0.79,6.69,0.2,837.7,930,49793
365,318.4,311.5,18.2,21.3,797.24,0.72,7.19,0.2,815.2,927,49793
359.6,312.3,304.6,18.2,21.3,794.72,0.7,7.01,0.2,815.5,922,36713
359.3,309.9,302.3,18,21.4,792.01,0.68,7.21,0.2,817.1,919,33946
340,290.4,283.3,18,21.4,778.11,0.66,7.07,0.2,794.1,917,1133
312.5,269.3,262.8,18.2,21.4,757.24,0.62,5.81,0.2,764.7,911,1133
312.5,269.3,262.8,18.1,21.4,739.91,0.58,5.45,0.2,748.9,911,26000
295.5,254.6,248.3,18.1,21.4,737.59,0.56,4.63,0.4,740.5,908,26000
284.7,242.7,235.4,18,21.4,735.95,0.54,4.59,0.4,746.2,902,21540
286.5,245.1,239.2,18.2,21.5,748.49,0.53,4.57,0.4,773.6,896,21540
286.5,245.1,239.2,18.1,21.5,836.34,0.52,4.08,0.4,881.2,894,21406
258.2,219.8,214.1,18,21.6,870.49,0.5,3.15,0.4,855,892,21406
233.1,199.3,194.4,18.4,21.4,816.28,0.49,2.81,0.4,769.8,890,18206
317.3,285.8,265.8,18.6,21.5,893.99,0.7,6.65,0.4,982.3,889,18206
363.9,323.1,318.3,18.4,21.6,940.98,1.06,7.66,0.4,1022.2,888,44326
411.1,368.9,358.6,18.5,21.6,915.64,1.05,7.98,0.4,971.5,889,44326
328.5,279.5,272.7,18.4,21.5,927.56,0.99,6.9,0.5,979.7,889,36940
320.7,272.8,267.4,18.1,21.5,946.58,0.83,6,0.5,977.4,893,36940
299.3,256.1,249.1,18,21.6,927.01,0.73,4.11,0.5,889.5,893,24766
299.8,256.2,249.9,17.9,21.7,869.2,0.7,4.18,0.5,845.5,893,24766
313.2,271,264.3,17.8,21.6,831.68,0.8,3.18,0.5,837,894,24766
445.2,400.9,393.6,17.8,21.7,814.77,0.93,5.39,0.5,859.1,894,43953
400,355.8,345.7,18.2,21.7,819.87,0.9,6.53,0.5,864.6,894,42006
393.9,350,342.6,18.3,21.7,845.07,0.85,6.9,0.5,897.8,894,42006
393.9,350,342.6,18.2,21.7,865.97,0.81,6.03,0.5,888.2,895,793
393.9,350,342.6,17.8,21.7,830.27,0.76,2.45,0.5,828.7,895,35606
393.9,350,342.6,18.2,21.7,861.98,0.7,6.06,0.5,909,895,35606
334.3,284.2,277.2,17.9,21.8,899,0.71,5.04,0.5,905,896,27260
311.3,267.3,261.3,17.8,21.7,861.94,0.69,4.13,0.5,844,897,3973
305.7,262,257.5,17.9,21.8,850.49,0.67,4.61,0.5,828.6,898,24073
305.7,262,257.5,18,21.8,829.92,0.66,2.51,0.5,806,898,24073
288,247.7,241.5,18,21.8,816.64,0.65,3.64,0.5,789.9,899,21166
288,247.7,241.5,18,21.8,789.14,0.65,4.03,0.5,770,899,21166
325.3,278.5,269.6,17.8,21.8,790.13,0.7,3.76,0.5,796.1,900,27466
359.6,314.1,306.9,17.9,21.9,819.14,0.77,4.83,0.5,860,904,27466
330.7,284,276.5,17.7,21.9,852.62,0.79,4.99,0.5,869.4,909,30413
323.5,281,273.4,17.5,21.8,828.81,0.78,5.1,0.4,822.1,916,4686
288.2,249.7,244.5,17.8,21.8,819,0.76,5.23,0.4,807.1,921,25446
285,247.5,243,18.5,21.9,811.66,0.75,5.55,0.4,831.5,924,25446
281,244.4,239.2,18.4,21.8,900.24,0.73,6.87,0.4,922.3,926,21900
272.3,230.9,225.5,18,21.9,903.01,0.72,5.12,0.4,877.6,932,21900
262.3,228.1,223.3,18.3,21.9,872.28,0.7,4.47,0.4,851.7,938,21900
262.3,228.1,223.3,18.2,22,889.9,0.69,1.44,0.4,867.5,938,19480
240.4,204.9,198.9,18,21.9,865.29,0.67,1.24,0.4,819.1,942,19480
240.4,204.9,198.9,17.9,22,853.67,0.67,2.19,0.4,818.7,942,17053
243.7,206.3,202,18.6,22,849.52,0.67,2.7,0.4,832.5,945,17053
228.7,196.1,190.6,18.5,22,906.14,0.66,3.69,0.7,892.3,947,17046
229.6,195,191.3,18.1,22.1,921.94,0.65,2.16,0.7,895.1,950,17046
233.5,195.3,191.3,18.2,22.1,894.87,0.65,0,0.7,842.5,952,16673
200.8,166.8,161.7,18.1,22.1,859.83,0.66,0.55,0.7,800.7,956,16673
203.1,167.8,164,18.3,22,842.19,0.62,3.46,0.7,786.6,956,13933
203.1,167.8,164,18.3,22.1,838.11,0.63,0,0.7,798.7,956,13933
187.5,151.3,147.4,18.2,22.1,827.1,0.62,0,0.7,776.1,958,13126
188.5,152.6,149.4,18.5,22.1,817.91,0.61,0,0.7,776.1,959,13126
177.8,142.3,136.8,18.3,22.1,870.74,0.61,3,0.7,843.6,960,11946
185.9,147.7,145.5,18.3,22.2,871.28,0.61,0.68,0.7,819.3,961,11946
178.4,142,137.7,18.6,22.1,885.82,0.61,1.26,0.7,836,963,11626
170.7,135.3,132.9,19.1,22.2,921.5,0.6,0,0.7,888.6,966,11626
171.2,138.5,131.9,18.8,22.2,1067.42,0.59,3.87,0.7,1048.8,969,10686
171.2,138.5,131.9,18.1,22.2,1065.14,0.67,3.22,0.7,970.5,969,10686
171.2,138.5,131.9,18.5,22.1,993.58,0.87,3.47,0.7,926.7,969,10686
399,359,348.7,18.8,22.2,1004.98,0.96,6.44,0.7,980.6,972,42993
367.3,323.5,316,18.7,22.2,1022.78,0.93,6.39,0.7,994.7,973,42993
332.7,285.4,278.8,18.9,22.2,1029.67,0.92,5.78,0.7,981.2,978,37660
306.2,267,259,19,22.2,1010.13,0.86,6.37,0.7,946.7,983,37660
285.2,248.8,244.5,18.6,22.2,967.44,0.83,5.42,0.7,889,988,25380
262,229.9,224.8,18.9,22.2,918.29,0.8,5.36,0.6,844.6,992,25380
251.5,215.2,211.1,18.6,22.2,918.04,0.78,5.28,0.6,863.5,999,20326
249.2,213.4,208.8,18.4,22.2,907.04,0.76,3.64,0.6,845.7,1005,20326
223,185.1,182.2,18,22.1,855.45,0.73,0,0.6,753.9,1005,16353
44.7,34.5,33,19.4,17.7,81.79,0.29,10.48,0.6,203.9,401,0
43.2,32.9,31,19.6,17.7,87.14,0.29,12.38,0.6,205.1,403,0
45.2,33.8,32,19.5,17.7,85.09,0.28,12.22,0.6,207,406,0
45.2,33.8,32,19.8,17.7,83.23,0.28,12.04,0.6,205.9,406,0
42.6,32.4,31,19.1,17.8,81.38,0.29,11.71,0.6,204,406,0
42.6,32.4,31,19.6,17.8,79.53,0.28,10.13,0.6,201.9,406,0
42.6,32.4,31,19.6,17.8,78.49,0.29,11.45,0.6,201.2,406,0
37.6,28.6,27.2,19.8,17.8,77.46,0.28,11.18,0.6,199.4,406,0
40.4,30.1,29.1,19.9,17.9,74.99,0.28,12.16,0.6,199.7,406,0
41.6,29.4,28.1,19.6,18,75.4,0.28,12.82,0.6,201.2,406,0
41.6,29.4,28.1,21,18,74.16,0.28,13.48,0.6,205.9,406,0
42.4,29.2,29.1,21,18,76,0.29,14.95,0.6,211.8,406,0
42.4,29.2,29.1,20.9,18.1,73.33,0.31,13.99,0.6,217.9,406,0
42,32.9,31,21.1,18.1,68.39,0.32,13.53,0.6,216.8,414,0
42.6,30.7,29.1,21.3,18.2,73.31,0.31,15.15,0.6,218.5,422,0
42.6,30.7,29.1,21.3,18.3,70.84,0.32,14.84,0.6,222.5,422,0
41.1,30.2,29.1,21.6,18.3,68.99,0.32,13.57,0.3,222.4,434,0
46.9,30,29.1,21.8,18.3,72.88,0.31,14.4,0.3,225.1,460,0
46.9,30,29.1,21.9,18.4,75.54,0.32,15.36,0.3,227.6,460,0
39.2,29.4,28.1,22.3,18.5,77.79,0.36,15.96,0.3,230.4,460,0
44,32.1,31,22,18.5,75.11,0.36,15.25,0.3,233.9,495,0
44,32.1,31,22.1,18.7,73.66,0.35,14.72,0.3,234.5,495,0
47.2,32.5,31,22.2,18.7,75.09,0.34,15.02,0.3,236.9,515,0
49.3,33.3,31,22,18.7,71.59,0.35,14.24,0.3,235.3,537,0
55.6,38,35.9,22.1,18.8,75.89,0.35,14.73,0.3,238,559,0
55.6,38,35.9,22.3,18.8,78.55,0.38,15.38,0.3,241.6,559,0
338,304.8,272.7,22.2,19.1,213.26,1.62,22.19,0.3,549.9,583,0
488.7,443.3,442.2,22,19.1,180.22,1.72,20.02,0.3,438,609,0
374.2,337.7,324.4,22,19.1,138.99,1.19,18.29,0.3,332.1,637,0
314.9,283.9,281,22.3,19.2,142.04,1.23,18.95,0.3,336.2,664,0
314.9,283.9,281,22.3,19.1,126.45,0.97,17.36,0.3,299.9,664,0
163.6,139.2,135.8,22.1,19.2,115.17,0.76,15.76,0.3,282.4,664,0
134.6,111.2,107.7,22.3,19.3,109,0.64,15.7,0.3,275.9,693,0
122.1,98.9,96,22.3,19.3,106.53,0.6,15.58,0.3,274.2,753,0
119.7,97.3,94.1,22.5,19.4,104.88,0.57,15.67,0.3,273.7,770,0
119.3,95.1,92.2,23.1,19.4,105.27,0.56,16.15,0.3,274.6,788,0
119.3,95.1,92.2,22.8,19.6,105.25,0.56,16.66,0.3,277,788,0
110.1,86.4,83.4,22.7,19.5,97.66,0.55,15.28,0.3,276,819,0
113.4,87.5,85.4,22.9,19.5,97.65,0.55,15.55,0.3,276,831,0
120.8,92.9,90.2,22.7,19.6,109.11,0.62,15.36,0.3,291.7,842,0
345.3,311.6,292.4,22.8,19.6,104.99,0.63,15.49,0.3,290.4,863,0
260.6,235.9,227.8,22.8,19.7,125.44,0.9,16.54,0.3,336.3,871,0
299.8,271.8,263.6,23.1,19.8,135.45,1.12,17.99,0.3,352.3,888,0
235.9,213.6,209.6,23.2,19.7,132.37,1.05,17.75,0.3,336.1,896,0
192,166.4,164,23.3,19.8,126.42,0.9,17.26,0.3,320.3,896,0
169.6,144.5,140.7,23.3,19.8,123.75,0.83,17.11,0.3,316.1,905,0
169.6,144.5,140.7,23.5,19.8,118.2,0.76,17.06,0.3,311.8,914,0
161.1,135.3,130.9,23.4,19.9,116.97,0.74,16.42,0.3,311.4,923,0
148,122,118.3,23.1,20,108.77,0.72,14.98,0.3,307.5,941,0
148,122,118.3,23.2,19.9,111.42,0.72,15.6,0.3,307.6,941,0
258.2,233.7,224,23.4,20.1,115.9,0.75,16.55,0.3,314.6,948,0
232,207.7,201.2,23.6,20.1,122.22,0.84,17.05,0.3,328.2,956,0
282.5,256.4,250.6,23.8,20,138.76,1.06,17.72,0.3,360.1,976,0
282.5,256.4,250.6,23.6,20.2,132.62,1.04,17.34,0.3,352.5,976,0
282.5,256.4,250.6,23.6,20.1,127.7,0.98,16.17,0.3,345.5,976,0
221.1,200.5,195.9,23.5,20.1,128.1,0.96,16.61,0.2,342.5,983,0
209.4,189.9,186,23.5,20.2,126.65,0.92,16.43,0.2,341,983,0
206,184.6,180.7,23.5,20.2,125.41,0.91,16.46,0.2,340.4,990,0
195,173.9,170.8,23.4,20.2,120.49,0.88,15.41,0.2,337.9,995,0
190.1,167.4,164,23.5,20.3,118.84,0.86,15.3,0.2,334.8,1005,0
178.9,156.7,154.1,23.4,20.3,119.04,0.86,15.05,0.2,335.4,1012,0
186.8,159.6,156.4,23.7,20.4,118.82,0.83,15.14,0.2,335,1015,0
171.2,151.4,146.5,23.9,20.3,123.91,0.83,16.47,0.2,337.6,1019,0
171.2,151.4,146.5,23.7,20.5,116.55,0.81,14.35,0.2,335.6,1019,0
176.4,151.3,147.4,23.7,20.4,119.81,0.8,15.69,0.2,336.5,1022,0
176.4,151.3,147.4,23.9,20.4,127.95,0.92,14.37,0.2,372.6,1022,0
472.2,429.9,414.1,23.6,20.6,157.94,1.28,16.07,0.2,422.7,1025,0
406.1,368.2,367,23.6,20.5,147.52,1.28,13.75,0.2,396.9,1025,0
330.3,298.9,292.4,23.7,20.6,158.32,1.28,13.94,0.2,415.8,1027,0
352.1,317.7,313,23.8,20.5,165.66,1.36,14.19,0.2,424.6,1030,0
352.1,317.7,313,23.7,20.5,150.14,1.19,13.67,0.2,395.2,1030,0
282.6,256,250.6,23.9,20.6,146.87,1.14,13.72,0.2,393.7,1035,0
259.7,235.6,233.1,23.9,20.6,145.43,1.05,14.62,0.2,386.8,1041,0
259.7,235.6,233.1,24.1,20.8,139.5,1.02,14.57,0.2,386.6,1041,0
259.7,235.6,233.1,24.1,20.8,138.67,1.01,14.95,0.2,387.9,1041,0
242.1,219.8,214.9,24.3,20.6,139.28,1,14.99,0.2,388.9,1047,0
240.8,218.2,212.6,24.2,20.7,135.59,0.99,15.35,0.2,387.9,1050,0
229.4,208.2,203.5,24.1,20.7,132.12,0.97,14.4,0.2,386,1061,0
225.7,204.6,198.9,24.3,20.8,131.28,0.97,14.81,0.2,385.4,1061,0
223.7,202.6,198.2,24.4,20.8,129.65,0.95,13.94,0.2,386.3,1068,0
217.2,196.9,192.8,24.5,20.9,133.1,0.96,15.12,0.2,388.7,1068,0
216.5,194.2,189.8,24.6,20.8,127.99,0.93,14.75,0.2,385.6,1083,0
243,220.1,209.6,24.5,20.7,126.76,0.95,13.99,0.2,392.5,1090,0
271.3,245.7,240,24.5,21,132.04,1.01,15.37,0.2,410.1,1103,0
271.3,245.7,240,24.7,20.9,133.87,1.04,14.8,0.2,407,1103,0
295.7,267.6,262.8,24.4,20.9,134.88,1.07,15.33,0.2,409.5,1114,0
258.9,235,228.6,24.6,20.9,131.6,1.06,14.17,0.2,406.1,1120,0
258.9,235,228.6,24.4,20.9,131.19,1.05,14.52,0.2,406.2,1126,0
249.5,226,221,24.8,21,134.85,1.06,14.92,0.2,410,1133,0
242.1,219.8,214.9,24.9,21.1,138.29,1.05,15.94,0.2,412.1,1146,0
239.8,217,212.6,25.1,21.1,132.99,1.03,14.57,0.2,412,1152,0
223.3,202.1,198.2,25.1,21,135.84,1.01,15.6,0.2,411.9,1157,0
206.4,187.2,183.7,24.7,21,128.29,1.01,14.5,0.2,410,1168,0
206.4,187.2,183.7,24.7,21.1,125.23,0.99,14.03,0.2,408.1,1172,0
206.4,187.2,183.7,25.1,21.1,126.85,0.97,14.82,0.2,407.3,1175,0
206.4,187.2,183.7,24.6,21.1,134.57,1.02,15.56,0.2,447.3,1175,0
206.4,187.2,183.7,25,21.2,131.31,1.05,14.7,0.2,442,1175,0
262.5,237.9,227.1,24.8,21.1,138.42,1.12,14.52,0.3,442.2,1180,0
293.7,265.9,262,24.8,21.2,139.63,1.21,14.27,0.3,445.9,1189,0
271.6,246.4,240.7,24.8,21.2,136.37,1.15,14.29,0.3,436.8,1194,0
248,225,221,25,21.2,136.15,1.12,14.09,0.3,436.1,1198,0
233.4,211.8,207.3,24.9,21.2,139.6,1.11,14.98,0.3,439.3,1206,0
233.4,211.8,207.3,24.9,21.1,136.95,1.09,14.7,0.3,438.6,1210,0
233.4,211.8,207.3,25.3,21.2,133.68,1.08,14.38,0.3,437.3,1210,0
233.4,211.8,207.3,25.2,21.2,136.32,1.06,15.74,0.3,440.5,1210,0
278.1,251.7,243.8,25.4,21.2,148.52,1.15,16.2,0.3,466.4,1222,0
276,249.5,242.3,25.3,21.3,146.47,1.21,13.46,0.3,468.5,1222,0
317.7,282.3,272.7,25,21.4,148.49,1.23,14.02,0.3,474.7,1228,0
321.1,290.1,282.6,25.1,21.4,156.83,1.32,13.47,0.3,484.7,1239,0
321.1,290.1,282.6,24.8,21.3,158.85,1.36,13.06,0.3,489.8,1239,0
304.1,274.9,267.4,25.6,21.3,157.82,1.32,13.21,0.3,485,1249,0
294.5,266.1,260.5,25.8,21.3,162.09,1.29,14.92,0.3,488.7,1252,0
281,254.1,249.1,25.6,21.4,158.42,1.24,15.25,0.3,487.7,1257,0
273.1,246.8,240,25.2,21.4,146.82,1.22,13.81,0.3,483.5,1261,0
273.1,246.8,240,25.4,21.4,142.33,1.19,13.3,0.3,476.9,1267,0
253.5,229.5,222.5,25.3,21.4,142.33,1.16,13.1,0.4,475.5,1272,0
253.5,229.5,222.5,25.8,21.4,142.52,1.14,14.22,0.4,476.1,1272,0
244.2,220.9,215.7,25.6,21.4,146.17,1.13,15.1,0.4,478.1,1276,0
244,220.5,213.4,25.6,21.4,136,1.13,13.42,0.4,474.9,1281,0
353.8,320.2,312.2,25.4,21.5,146.36,1.25,14.01,0.4,502,1284,0
353.8,320.2,312.2,25.4,21.5,150.01,1.37,13.5,0.4,505.3,1284,0
247.3,224.2,217.9,25.3,21.5,114.43,1,10.37,0.4,401.2,1286,0
247.1,224.1,218.7,25.3,21.5,136.18,1.16,12.64,0.4,480.3,1286,0
247.1,224.1,218.7,25.2,21.5,136.98,1.16,12.87,0.4,484.6,1288,0
269.1,243.6,237.7,25.6,21.6,141.04,1.18,13.85,0.4,488.6,1288,0
250,226.5,221.7,25.6,21.6,140.63,1.17,13.66,0.4,490.7,1290,0
228,206.4,202,25.6,21.6,140.62,1.13,14.03,0.4,485.8,1294,0
231.2,209.6,205.8,25.3,21.5,135.33,1.11,13.2,0.4,487.9,1294,0
239.7,217.4,211.9,25.2,21.6,132.88,1.13,13.11,0.4,489.1,1294,0
239.7,217.4,211.9,25.4,21.6,135.11,1.16,12.62,0.4,498,1294,0
239.7,217.4,211.9,25.3,21.7,142.41,1.21,12.96,0.4,507,1294,0
305.3,276.6,268.9,26.2,21.6,149.93,1.28,12.96,0.4,519.8,1295,0
363.6,328.7,322.9,25.4,21.7,166.98,1.42,14.05,0.4,549.1,1297,0
329.6,298.3,291.7,25.8,21.6,158.04,1.47,12.34,0.4,544.2,1300,0
309.3,280.6,275,25.2,21.6,160.67,1.43,12.26,0.4,544.9,1303,0
309.3,280.6,275,25.3,21.7,156.19,1.39,11.74,0.4,538.8,1303,0
274.3,248.7,242.3,25.4,21.7,154.36,1.35,11.74,0.4,535.6,1310,0
271,245.9,240.7,25.7,21.7,155.57,1.3,12.45,0.4,532.9,1314,0
271,245.9,240.7,25.7,21.7,154.14,1.26,12.78,0.4,532.7,1314,0
271,245.9,240.7,26,21.7,148.65,1.25,12.79,0.4,533.7,1314,0
253.8,229.9,224.8,25.8,21.7,145.81,1.23,12.26,0.4,531.9,1327,0
250,226.6,221,26.7,21.8,145.8,1.22,13.05,0.4,530.3,1341,0
232.8,210.7,205,27.3,21.7,158.99,1.18,16.84,0.4,531.9,1348,0
232.8,210.7,205,26.2,21.8,153.7,1.15,15.38,0.4,538.2,1348,0
15.2,11.4,10.7,24.2,13.4,53.36,0.03,64.53,0,521.7,410,233
13.7,9.7,8.7,24.2,13.6,54.17,0.16,14.8,0,429.9,396,233
15.9,10,9.7,24.1,13.7,55.82,0.15,13.4,0,402.8,388,233
15.9,10,9.7,24.2,13.9,57.88,0.16,13.24,0,386.9,388,153
14.4,9.6,8.7,24,14.1,59.1,0.15,13.5,0,377.3,385,153
16.2,9.6,8.7,24,14.2,59.06,0.15,12.68,0,372.9,388,1000
16.2,9.6,8.7,23.8,14.3,59.03,0.15,12.28,0,368.7,388,0
17.3,10.2,9.7,23.7,14.4,58.79,0.15,11.98,0,366.1,407,193
15.6,9.7,8.7,23.6,14.7,58.97,0.15,11.84,0,364.7,413,193
15.6,9.7,8.7,23.4,14.9,58.1,0.15,11.21,0,363.1,413,186
17.3,9.8,8.7,23.3,15,58.07,0.15,11.14,0,360.9,429,186
