serno,tmfc,tmfc_d,ID,tmfc_h,pm10,pm25,pm1,humi,temp,hcho,co,no2,rn,voc,co2,tab
AMI242210004,2.0221E+13,20221024,8262,18,27.7,13.5,12.8,29.3,22.9,194.21,0.55,0,1.3,414.1,789,0
AMI242210004,2.0221E+13,20221024,8263,18,29.8,13.5,12.8,29.3,22.9,194.4,0.55,0,1.3,417,788,0
AMI242210004,2.0221E+13,20221024,8264,18,29.8,13.5,12.8,29.1,22.9,194,0.55,0,1.3,417.8,788,0
AMI242210004,2.0221E+13,20221024,8265,18,28.3,12.8,12.2,29.1,22.9,193.39,0.55,0,1.3,416.6,787,0
AMI242210004,2.0221E+13,20221024,8266,18,25.9,12.5,11.9,29.2,22.8,194,0.55,0,1.3,418.2,785,0
AMI242210004,2.0221E+13,20221024,8267,18,27.9,12.8,12.2,29.3,22.9,195.42,0.56,0,1.3,418.4,785,0
AMI242210004,2.0221E+13,20221024,8268,18,27.5,12.5,11.9,29.3,23,196.64,0.57,0,1.6,421.1,784,0
AMI242210004,2.0221E+13,20221024,8269,18,24.9,11.9,11.3,29.3,22.9,199.49,0.58,0,1.6,421.1,783,0
AMI242210004,2.0221E+13,20221024,8270,18,24.9,11.9,11.3,29.3,22.9,198.88,0.57,0,1.6,420.7,783,0
AMI242210004,2.0221E+13,20221024,8271,18,26.3,12.5,11.9,29.2,22.9,198.68,0.57,0,1.6,420.8,783,0
AMI242210004,2.0221E+13,20221024,8272,18,24.5,11.8,11.2,29.1,22.9,194.62,0.56,0,1.6,420.5,782,0
AMI242210004,2.0221E+13,20221024,8273,18,24.5,11.8,11.2,29.1,22.9,192.59,0.56,0,1.6,417.6,782,0
AMI242210004,2.0221E+13,20221024,8274,18,24.5,11.8,11.2,29,22.9,192.59,0.57,0,1.6,417.8,781,0
AMI242210004,2.0221E+13,20221024,8275,18,24.5,11.8,11.2,29.1,22.9,194.01,0.57,0,1.6,419.1,781,0
AMI242210004,2.0221E+13,20221024,8276,18,21.5,10.9,10.4,29,22.9,193.2,0.57,0,1.6,419.2,779,0
AMI242210004,2.0221E+13,20221024,8277,18,23.7,11.2,10.6,29.2,22.9,195.63,0.58,0,1.6,422.4,777,0
AMI242210004,2.0221E+13,20221024,8278,18,23.6,11.1,10.5,29.2,23,196.85,0.58,0,1.6,426.9,776,0
AMI242210004,2.0221E+13,20221024,8279,18,23.4,11.4,10.8,29.1,22.9,197.26,0.58,0,1.4,430.1,774,0
AMI242210004,2.0221E+13,20221024,8280,18,22.7,11,10.4,29,23,198.68,0.58,0,1.4,433,774,0
AMI242210004,2.0221E+13,20221024,8281,18,24.5,11.1,10.5,29.2,22.9,198.68,0.58,0,1.4,432.6,773,0
AMI242210004,2.0221E+13,20221024,8282,18,22.2,10.6,10.1,29.2,22.9,198.69,0.58,0,1.4,432.6,772,0
AMI242210004,2.0221E+13,20221024,8283,18,22.9,11.5,10.9,29.1,22.8,198.69,0.58,0,1.4,437.3,772,0
AMI242210004,2.0221E+13,20221024,8284,18,23.7,11,10.4,29.2,22.9,198.07,0.58,0,1.4,438.1,772,0
AMI242210004,2.0221E+13,20221024,8285,18,23.2,11.2,10.6,29.2,22.9,199.49,0.58,0,1.4,442,773,0
AMI242210004,2.0221E+13,20221024,8286,18,22.7,10.8,10.3,29.3,22.9,198.68,0.59,0,1.4,443.8,774,0
AMI242210004,2.0221E+13,20221024,8287,18,23.3,11,10.4,29.4,22.8,199.09,0.59,0,1.4,446.8,774,0
AMI242210004,2.0221E+13,20221024,8288,18,22.9,11.6,11,29.3,22.9,199.08,0.59,0,1.4,445.4,773,0
AMI242210004,2.0221E+13,20221024,8289,18,22.3,11,10.4,29.2,22.9,199.71,0.58,0,1.4,448.8,774,0
AMI242210004,2.0221E+13,20221024,8290,18,22.5,10.2,9.7,29.3,22.9,200.11,0.58,0,1.4,456.3,773,0
AMI242210004,2.0221E+13,20221024,8291,18,22.5,10.2,9.7,29.2,23,202.95,0.6,0,1.4,465.4,773,0
AMI242210004,2.0221E+13,20221024,8292,18,21.5,10.2,9.7,29.1,22.9,203.56,0.6,0,1.4,469.1,773,0
AMI242210004,2.0221E+13,20221024,8293,18,21.5,10.2,9.7,29.1,22.9,203.56,0.61,0,1.4,473.3,773,0
AMI242210004,2.0221E+13,20221024,8294,18,23,10.7,10.2,29,23,203.58,0.61,0,1.4,480.3,772,0
AMI242210004,2.0221E+13,20221024,8295,18,21,10.5,10,29.1,22.9,203.57,0.61,0,1.4,488.3,771,0
AMI242210004,2.0221E+13,20221024,8296,18,19.5,10.4,9.9,28.9,22.9,203.57,0.61,0,1.4,478.3,770,0
AMI242210004,2.0221E+13,20221024,8297,18,21.9,10.4,9.9,28.9,22.9,203.57,0.61,0,1.4,483.8,767,0
AMI242210004,2.0221E+13,20221024,8298,18,21.9,10.4,9.9,29,22.9,207.44,0.62,0,1.2,491.4,766,0
AMI242210004,2.0221E+13,20221024,8299,18,22.6,10.5,10,29.1,22.9,212.52,0.62,0,1.2,503.7,765,0
AMI242210004,2.0221E+13,20221024,8300,18,22.1,10.3,9.8,27.3,23,210.51,0.63,0,1.2,515.8,764,0
AMI242210004,2.0221E+13,20221024,8301,18,22.1,10.3,9.8,26.9,22.9,194.07,0.83,0,1.2,634.2,764,0
AMI242210004,2.0221E+13,20221024,8302,19,19.7,10.8,10.3,27,23,221.72,0.87,0,1.2,627.3,755,0
AMI242210004,2.0221E+13,20221024,8303,19,19.7,10.8,10.3,27.5,23,236.56,0.81,0.7,1.2,610.1,755,0
AMI242210004,2.0221E+13,20221024,8304,19,21.2,11,10.4,26.9,23,237.37,0.74,1.28,1.2,584.9,750,0
AMI242210004,2.0221E+13,20221024,8305,19,22,10.6,10.1,26.8,23,210.94,0.86,0,1.2,603.3,745,0
AMI242210004,2.0221E+13,20221024,8306,19,19.9,9.9,9.4,27.2,23,182.3,0.69,1.26,1.2,486.1,741,0
AMI242210004,2.0221E+13,20221024,8307,19,17.3,9.2,8.7,25.8,22.9,173.16,0.7,1.26,1.2,483.7,730,0
AMI242210004,2.0221E+13,20221024,8308,19,18.5,9.2,8.7,25.5,23.1,202.84,0.97,0,1.2,602,724,0
AMI242210004,2.0221E+13,20221024,8309,19,18.5,9.2,8.7,25.9,23.1,214.02,0.99,0,1.2,616.4,724,0
AMI242210004,2.0221E+13,20221024,8310,19,18.5,9.2,8.7,26.6,22.9,237.79,0.88,2.71,1.2,615.2,724,0
AMI242210004,2.0221E+13,20221024,8311,19,18.5,9.2,8.7,26.8,22.9,244.48,0.79,0.6,1.2,669.4,718,0
AMI242210004,2.0221E+13,20221024,8312,19,20,10.4,9.9,26.9,22.9,251.81,0.78,0,1.1,717.4,707,0
AMI242210004,2.0221E+13,20221024,8313,19,19.4,10.1,9.6,26.4,22.9,227.43,0.74,0.59,1.1,629.7,702,0
AMI242210004,2.0221E+13,20221024,8314,19,19.9,9.7,9.2,24.9,22.9,208.74,0.95,0,1.1,683.9,686,0
AMI242210004,2.0221E+13,20221024,8315,19,19.9,9.7,9.2,24.9,22.9,229.5,1.17,0,1.1,730.3,684,0
AMI242210004,2.0221E+13,20221024,8316,19,16.5,8.9,8.5,25.3,22.9,243.37,0.96,1.19,1.1,673.1,676,0
AMI242210004,2.0221E+13,20221024,8317,19,17.3,9.1,8.6,25.7,22.8,235.21,0.91,0,1.1,658.7,673,0
AMI242210004,2.0221E+13,20221024,8318,19,19.1,9.7,9.2,25.7,22.8,233.58,0.86,1.97,1.1,641.7,670,0
AMI242210004,2.0221E+13,20221024,8319,19,19.1,9.7,9.2,25.3,22.9,225.87,0.9,2.6,1.1,674.5,670,0
AMI242210004,2.0221E+13,20221024,8320,19,17.2,8.7,8.3,25.3,22.8,234.82,0.92,3.13,1.1,685.9,667,0
AMI242210004,2.0221E+13,20221024,8321,19,16,8.6,8.2,25.5,22.8,222.01,0.84,2.9,1.1,656.2,665,0
AMI242210004,2.0221E+13,20221024,8322,19,16,8.6,8.2,24.9,22.8,216.33,0.87,2.15,1.1,668,663,0
AMI242210004,2.0221E+13,20221024,8323,19,17.4,8.1,7.7,25.1,22.7,229.78,1.06,1.38,1.1,707.7,658,0
AMI242210004,2.0221E+13,20221024,8324,19,16.1,8,7.6,25.5,22.8,238.52,0.91,4.54,1.1,689.9,652,0
AMI242210004,2.0221E+13,20221024,8325,19,16,8,7.6,24.7,22.8,226.13,0.91,2.44,1.1,680.1,645,0
AMI242210004,2.0221E+13,20221024,8326,19,16.1,7.9,7.5,25.2,22.8,233.08,1.04,3.48,1.1,698.5,642,0
AMI242210004,2.0221E+13,20221024,8327,19,15,7.2,6.8,24.5,22.7,224.74,1,2.16,1.1,655.2,640,0
AMI242210004,2.0221E+13,20221024,8328,19,13.8,7.2,6.8,24.8,22.7,239.46,1.1,0,1,661.5,638,0
AMI242210004,2.0221E+13,20221024,8329,19,14.3,7.2,6.8,25.2,23,252.69,0.96,1.42,1,657.8,637,0
AMI242210004,2.0221E+13,20221024,8330,19,14.6,7.1,6.7,25.1,22.8,236.85,1.01,2.45,1,628.8,636,0
AMI242210004,2.0221E+13,20221024,8331,19,15.8,7.4,7,24.9,22.8,240.1,0.96,3.53,1,641.8,635,0
AMI242210004,2.0221E+13,20221024,8332,19,15.8,7.4,7,24.7,22.7,219.18,1.05,0.89,1,600.2,634,0
AMI242210004,2.0221E+13,20221024,8333,19,12.3,5.7,5.4,24.1,22.8,219.43,1.02,1.65,1,544.1,630,0
AMI242210004,2.0221E+13,20221024,8334,19,12.7,6.1,5.8,24.5,22.6,225.93,0.95,3.92,1,521.4,626,0
AMI242210004,2.0221E+13,20221024,8335,19,13.5,6.4,6.1,24.2,22.7,208.62,0.88,0,1,515.8,624,0
AMI242210004,2.0221E+13,20221024,8336,19,11.2,5.9,5.6,24.1,22.8,193.54,0.95,4.26,1,469.5,619,0
AMI242210004,2.0221E+13,20221024,8337,19,11.2,5.9,5.6,24.1,22.7,198.22,1,2.53,1,449.7,619,0
AMI242210004,2.0221E+13,20221024,8338,19,11.5,5.5,5.2,24,22.6,198.41,0.91,3.82,1,463.8,616,0
AMI242210004,2.0221E+13,20221024,8339,19,11.1,5.2,4.9,23.7,22.6,181.96,0.99,3.3,0.8,460.4,613,0
AMI242210004,2.0221E+13,20221024,8340,19,11.1,5.2,4.9,24.2,22.5,206.27,0.97,4.5,0.8,423.6,613,0
AMI242210004,2.0221E+13,20221024,8341,19,11.1,5.2,4.9,24,22.6,204.05,0.84,3.49,0.8,438.5,613,0
AMI242210004,2.0221E+13,20221024,8342,19,11.1,5.2,4.9,24.1,22.4,198.62,0.97,4.91,0.8,425.2,606,0
AMI242210004,2.0221E+13,20221024,8343,19,12.4,5,4.7,23.9,22.5,184.16,0.89,3.59,0.8,414.6,603,0
AMI242210004,2.0221E+13,20221024,8344,19,11.3,5.3,5,23.9,22.6,187.86,0.89,6,0.8,393,595,0
AMI242210004,2.0221E+13,20221024,8345,19,11.3,4.7,4.5,24,22.5,183.17,0.91,5.89,0.8,377.9,592,0
AMI242210004,2.0221E+13,20221024,8346,19,12.2,5.4,5.1,24,22.4,177.66,0.92,4.6,0.8,375,589,0
AMI242210004,2.0221E+13,20221024,8347,19,10.5,5.2,4.9,23.8,22.4,176.86,0.87,5.43,0.8,368.7,584,0
AMI242210004,2.0221E+13,20221024,8348,19,10.5,5.2,4.9,23.8,22.5,175.65,0.89,5.79,0.8,364.4,582,0
AMI242210004,2.0221E+13,20221024,8349,19,11.4,4.9,4.7,23.8,22.5,176.42,0.86,5.71,0.8,357.8,579,0
AMI242210004,2.0221E+13,20221024,8350,19,11.4,4.9,4.7,23.6,22.4,174.36,0.93,5.14,0.8,340.6,579,0
AMI242210004,2.0221E+13,20221024,8351,19,11.6,5,4.7,23.9,22.5,185.97,0.92,6.63,0.8,344.3,574,0
AMI242210004,2.0221E+13,20221024,8352,19,10.5,4.9,4.7,24.2,22.5,185.33,0.85,6.45,0.8,345.3,572,0
AMI242210004,2.0221E+13,20221024,8353,19,8.6,4.8,4.6,24.1,22.5,185.91,0.86,6.8,0.8,367.5,570,0
AMI242210004,2.0221E+13,20221024,8354,19,9.5,4.9,4.7,24.1,22.6,182.04,0.91,5.72,0.8,359.9,568,0
AMI242210004,2.0221E+13,20221024,8355,19,10.6,4.9,4.7,24.1,22.5,182.04,0.88,5.8,0.8,350.3,565,0
AMI242210004,2.0221E+13,20221024,8356,19,11.2,5.1,4.8,23.7,22.5,182.84,0.84,5.51,0.8,363.7,563,0
AMI242210004,2.0221E+13,20221024,8357,19,11.2,5.1,4.8,23.9,22.5,177.81,0.94,4.37,0.8,342.8,563,0
AMI242210004,2.0221E+13,20221024,8358,19,8.8,4.6,4.4,24.1,22.5,184.52,0.82,5.52,0.8,335.5,562,0
AMI242210004,2.0221E+13,20221024,8359,19,9,4.3,4.1,24.1,22.6,185.73,0.86,5.86,0.7,346.1,562,0
AMI242210004,2.0221E+13,20221024,8360,19,9.6,4.7,4.5,23.7,22.6,182.67,0.9,5.57,0.7,335.1,563,0
AMI242210004,2.0221E+13,20221024,8361,19,9.6,4.7,4.5,23.8,22.6,182.05,0.89,5.11,0.7,309.6,563,0
AMI242210004,2.0221E+13,20221024,8362,20,9.6,4.7,4.5,24.1,22.6,182.45,0.85,5.2,0.7,304.9,563,0
AMI242210004,2.0221E+13,20221024,8363,20,10.1,5.1,4.8,24.3,22.4,197.08,0.84,6.8,0.7,336.6,564,0
AMI242210004,2.0221E+13,20221024,8364,20,9.8,4.6,4.4,24.3,22.4,196.28,0.88,5.25,0.7,320.4,569,0
AMI242210004,2.0221E+13,20221024,8365,20,8.1,4.2,4,24.1,22.4,183.22,0.87,4.36,0.7,319.7,573,0
AMI242210004,2.0221E+13,20221024,8366,20,8.1,4.2,4,24.2,22.5,181.59,0.87,5.46,0.7,309.9,573,0
AMI242210004,2.0221E+13,20221024,8367,20,6.8,4.1,3.9,24.1,22.5,180.96,0.83,5.58,0.7,313,574,0
AMI242210004,2.0221E+13,20221024,8368,20,7.4,4.2,4,24.1,22.5,180.95,0.85,5.02,0.7,312.3,575,0
AMI242210004,2.0221E+13,20221024,8369,20,9.3,4.6,4.4,24.3,22.5,175.43,0.86,4.43,0.7,298.5,576,0
AMI242210004,2.0221E+13,20221024,8370,20,9.3,4.6,4.4,24,22.6,177.66,0.85,4.53,0.7,300.4,576,0
AMI242210004,2.0221E+13,20221024,8371,20,9.3,4.6,4.4,24.1,22.6,177.25,0.87,5.03,0.7,296.3,576,0
AMI242210004,2.0221E+13,20221024,8372,20,9.3,4.6,4.4,24.1,22.6,178.27,0.87,2.41,0.7,302.6,576,0
AMI242210004,2.0221E+13,20221024,8373,20,9.3,4.6,4.4,24.1,22.6,181.72,0.83,4.17,0.7,284.2,578,0
AMI242210004,2.0221E+13,20221024,8374,20,8.1,4.3,4.1,24.1,22.5,187.01,0.8,4.73,0.7,292.5,579,0
AMI242210004,2.0221E+13,20221024,8375,20,10.5,4.2,4,24.1,22.5,180.69,0.82,3.13,0.7,282.4,579,0
AMI242210004,2.0221E+13,20221024,8376,20,10.5,4.2,4,24,22.5,143.84,0.71,3.56,0.7,228.1,579,0
AMI242210004,2.0221E+13,20221024,8377,20,9.7,4.5,4.3,23.9,22.5,168.05,0.88,4.85,0.7,269.4,579,0
AMI242210004,2.0221E+13,20221024,8378,20,11,4.4,4.2,23.9,22.6,138.95,0.76,3.77,0.7,225.4,578,0
AMI242210004,2.0221E+13,20221024,8379,20,9.2,4.4,4.2,24,22.6,173.35,0.88,5.15,0.7,274.1,576,0
AMI242210004,2.0221E+13,20221024,8380,20,9.2,4.4,4.2,24.1,22.5,175.81,0.85,4.07,0.7,275.7,575,0
AMI242210004,2.0221E+13,20221024,8381,20,9.3,4.3,4.1,24.2,22.6,177.86,0.82,4.44,0.7,276,573,0
AMI242210004,2.0221E+13,20221024,8382,20,9.6,4,3.8,23.9,22.6,177.03,0.81,4.5,0.7,280.1,572,0
AMI242210004,2.0221E+13,20221024,8383,20,9,3.6,3.4,24,22.6,170.72,0.87,4.49,0.7,271.3,572,0
AMI242210004,2.0221E+13,20221024,8384,20,9,3.9,3.7,23.9,22.6,174.17,0.89,3.09,0.7,271.3,572,0
AMI242210004,2.0221E+13,20221024,8385,20,10,4.3,4.1,23.8,22.6,173.37,0.89,4.89,0.7,264,572,0
AMI242210004,2.0221E+13,20221024,8386,20,10,4.3,4.1,24.1,22.6,177.42,0.87,5.5,0.7,263.6,572,0
AMI242210004,2.0221E+13,20221024,8387,20,8.4,4.5,4.3,24.1,22.6,176.59,0.86,5.15,0.7,262.9,571,0
AMI242210004,2.0221E+13,20221024,8388,20,10.3,4,3.8,23.9,22.5,176.19,0.88,2.78,0.6,261.5,571,0
AMI242210004,2.0221E+13,20221024,8389,20,8.2,3.8,3.6,23.8,22.5,179.05,0.88,3.64,0.6,259.2,571,0
AMI242210004,2.0221E+13,20221024,8390,20,9.7,4.4,4.2,23.9,22.5,182.1,0.84,4.68,0.6,256,571,0
AMI242210004,2.0221E+13,20221024,8391,20,7.2,3.9,3.7,23.9,22.6,178.65,0.83,4.48,0.6,250.8,570,0
AMI242210004,2.0221E+13,20221024,8392,20,8.3,4.3,4.1,23.8,22.5,178.64,0.83,3.52,0.6,244.2,569,0
AMI242210004,2.0221E+13,20221024,8393,20,8.3,4.1,3.9,23.9,22.5,181.9,0.82,4.32,0.6,250.1,568,0
AMI242210004,2.0221E+13,20221024,8394,20,9.1,4.4,4.2,23.7,22.5,185.15,0.8,4.82,0.6,257.8,567,0
AMI242210004,2.0221E+13,20221024,8395,20,12.6,5.4,5.1,23.8,22.6,185.58,0.83,0,0.6,289.3,567,0
AMI242210004,2.0221E+13,20221024,8396,20,12,5.6,5.3,23.9,22.5,201.45,0.75,2.08,0.6,302.6,564,0
AMI242210004,2.0221E+13,20221024,8397,20,10.6,6,5.7,23.8,22.5,194.32,0.79,1.35,0.6,302.7,561,0
AMI242210004,2.0221E+13,20221024,8398,20,12.6,5.4,5.1,23.7,22.4,198.82,0.8,3.86,0.6,317.7,557,0
AMI242210004,2.0221E+13,20221024,8399,20,10.7,5.5,5.2,23.8,22.5,205.12,0.8,4.47,0.9,343.9,556,0
AMI242210004,2.0221E+13,20221024,8400,20,13.4,5.9,5.6,23.6,22.5,203.5,0.8,2.15,0.9,345.1,555,0
AMI242210004,2.0221E+13,20221024,8401,20,11.7,5.8,5.5,23.8,22.4,212.05,0.82,4.11,0.9,382.1,554,0
AMI242210004,2.0221E+13,20221024,8402,20,10.8,5.9,5.6,23.7,22.4,215.29,0.77,4.65,0.9,378.3,552,0
AMI242210004,2.0221E+13,20221024,8403,20,9.8,5.1,4.8,23.7,22.5,211.62,0.79,2.35,0.9,368.6,552,0
AMI242210004,2.0221E+13,20221024,8404,20,9.8,5.1,4.8,23.8,22.4,217.92,0.8,5,0.9,389.7,552,0
AMI242210004,2.0221E+13,20221024,8405,20,12.1,5.8,5.5,23.7,22.5,215.67,0.8,4.85,0.9,389.4,552,0
AMI242210004,2.0221E+13,20221024,8406,20,12.1,6.4,6.1,23.8,22.5,210.8,0.83,4.69,0.9,377.8,552,0
AMI242210004,2.0221E+13,20221024,8407,20,14.4,6.9,6.6,23.8,22.3,223.01,0.76,3.81,0.9,412.1,552,0
AMI242210004,2.0221E+13,20221024,8408,20,12.8,7.5,7.1,23.8,22.4,220.56,0.78,3.94,1,401.4,551,0
AMI242210004,2.0221E+13,20221024,8409,20,17.5,8.7,8.3,23.7,22.5,220.97,0.78,3.38,1,405.9,551,0
AMI242210004,2.0221E+13,20221024,8410,20,14.8,8.2,7.8,23.8,22.5,225.46,0.76,4.37,1,419.2,551,0
AMI242210004,2.0221E+13,20221024,8411,20,14.8,8.2,7.8,23.9,22.4,223.02,0.79,4.38,1,417.2,551,0
AMI242210004,2.0221E+13,20221024,8412,20,21.7,10.5,10,23.9,22.4,231.56,0.77,4.91,1,454.4,551,0
AMI242210004,2.0221E+13,20221024,8413,20,21.2,10.3,9.8,24,22.5,230.54,0.76,3.74,1,457.2,552,0
AMI242210004,2.0221E+13,20221024,8414,20,19.8,9.8,9.3,23.6,22.5,224.63,0.8,2.98,1,455.1,552,0
AMI242210004,2.0221E+13,20221024,8415,20,19.8,9.8,9.3,23.9,22.4,232.16,0.82,4.69,1,484.1,552,0
AMI242210004,2.0221E+13,20221024,8416,20,19.8,9.8,9.3,23.9,22.4,233.76,0.78,4.89,1,491.4,552,0
AMI242210004,2.0221E+13,20221024,8417,20,25.8,12.3,11.7,24,22.5,243.12,0.79,5,1,528.4,552,0
AMI242210004,2.0221E+13,20221024,8418,20,21.7,11.7,11.1,24,22.5,240.68,0.76,4.69,1,529.5,552,0
AMI242210004,2.0221E+13,20221024,8419,20,21.7,10.5,10,24.1,22.5,236.2,0.75,4.3,0.9,524.5,552,0
AMI242210004,2.0221E+13,20221024,8420,20,21.7,10.5,10,23.9,22.4,229.89,0.79,4.81,0.9,528.8,552,0
AMI242210004,2.0221E+13,20221024,8421,20,22,11.8,11.2,23.8,22.4,232.93,0.83,4.36,0.9,559.7,552,0
AMI242210004,2.0221E+13,20221024,8422,21,23.9,11.9,11.3,23.8,22.5,229.67,0.85,4.97,0.9,555,552,0
AMI242210004,2.0221E+13,20221024,8423,21,23.9,11.9,11.3,23.8,22.4,240.85,0.87,4.71,0.9,614.9,552,0
AMI242210004,2.0221E+13,20221024,8424,21,23.9,11.9,11.3,23.8,22.4,250.21,0.87,5.19,0.9,631.1,552,0
AMI242210004,2.0221E+13,20221024,8425,21,23.9,11.9,11.3,23.9,22.5,251.43,0.83,5.2,0.9,632.3,552,0
AMI242210004,2.0221E+13,20221024,8426,21,23.7,13.4,12.7,23.8,22.4,245.53,0.82,3.73,0.9,613.2,552,0
AMI242210004,2.0221E+13,20221024,8427,21,27.1,13.7,13,23.8,22.4,245.32,0.88,4.72,0.9,622.5,551,0
AMI242210004,2.0221E+13,20221024,8428,21,25.5,13.2,12.5,23.7,22.5,237.38,0.87,4.22,0.9,601.6,551,0
AMI242210004,2.0221E+13,20221024,8429,21,28.8,14.1,13.4,23.8,22.5,238.81,0.85,3.02,0.9,605.3,551,0
AMI242210004,2.0221E+13,20221024,8430,21,26.2,13.6,12.9,23.8,22.6,244.71,0.81,3.93,0.9,634.9,550,0
AMI242210004,2.0221E+13,20221024,8431,21,25.5,13.3,12.6,23.8,22.5,241.65,0.87,3.05,0.9,646.7,550,0
AMI242210004,2.0221E+13,20221024,8432,21,27.7,13.4,12.7,23.7,22.4,239.61,0.87,4.84,0.9,643.5,550,0
AMI242210004,2.0221E+13,20221024,8433,21,27.3,14.2,13.5,23.5,22.6,241.86,0.85,5.48,0.9,668.4,550,0
AMI242210004,2.0221E+13,20221024,8434,21,25.5,13.7,13,23.8,22.5,250,0.89,3.01,0.9,712.6,551,0
AMI242210004,2.0221E+13,20221024,8435,21,27.6,13.9,13.2,23.7,22.6,255.09,0.83,3.95,0.9,718.1,551,0
AMI242210004,2.0221E+13,20221024,8436,21,27.6,13.9,13.2,23.8,22.6,248.57,0.87,3.66,0.9,671.5,551,0
AMI242210004,2.0221E+13,20221024,8437,21,22.5,11.6,11,23.9,22.4,247.74,0.88,4.87,0.9,675.2,551,0
AMI242210004,2.0221E+13,20221024,8438,21,22.5,11.6,11,23.8,22.6,249.56,0.88,5.33,0.9,699.8,551,0
AMI242210004,2.0221E+13,20221024,8439,21,21.6,11.2,10.6,23.5,22.5,247.93,0.87,2.16,1.1,680.4,550,0
AMI242210004,2.0221E+13,20221024,8440,21,17.8,10,9.5,23.6,22.5,237.97,0.89,3.23,1.1,633.2,550,0
AMI242210004,2.0221E+13,20221024,8441,21,23.3,11.4,10.8,23.5,22.6,238.56,0.9,4.74,1.1,631.1,550,0
AMI242210004,2.0221E+13,20221024,8442,21,20,10.8,10.3,23.7,22.5,233.68,0.89,4.14,1.1,648.7,549,0
AMI242210004,2.0221E+13,20221024,8443,21,20,10.8,10.3,23.6,22.5,253.4,0.91,3.6,1.1,713.7,549,0
AMI242210004,2.0221E+13,20221024,8444,21,20,10.8,10.3,23.8,22.6,244.24,0.91,3.48,1.1,657.6,550,0
AMI242210004,2.0221E+13,20221024,8445,21,20,10.8,10.3,23.6,22.6,246.29,0.87,5.12,1.1,677.2,550,0
AMI242210004,2.0221E+13,20221024,8446,21,20.2,10.2,9.7,23.4,22.5,237.75,0.9,3.87,1.1,633.2,549,0
AMI242210004,2.0221E+13,20221024,8447,21,19.1,9.3,8.8,23.7,22.5,233.06,0.93,3.78,1.1,605.2,549,0
AMI242210004,2.0221E+13,20221024,8448,21,19.1,9.3,8.8,23.6,22.4,193.6,0.78,2.83,1.1,503.3,549,0
AMI242210004,2.0221E+13,20221024,8449,21,15.8,8.2,7.8,23.5,22.5,186.07,0.8,3.66,1.1,469.1,548,0
AMI242210004,2.0221E+13,20221024,8450,21,16.4,7.6,7.2,23.5,22.5,223.7,0.96,4.39,1.1,532.8,548,0
AMI242210004,2.0221E+13,20221024,8451,21,16.4,7.6,7.2,23.5,22.5,225.74,0.89,4.62,1.1,511.9,548,0
AMI242210004,2.0221E+13,20221024,8452,21,15.6,7.9,7.5,23.7,22.5,228.79,0.88,4.89,1.1,535.6,548,0
AMI242210004,2.0221E+13,20221024,8453,21,16,8.5,8.1,23.6,22.5,230.2,0.89,3.45,1.1,545.2,548,0
AMI242210004,2.0221E+13,20221024,8454,21,16,8.5,8.1,23.7,22.5,223.7,0.93,0.73,1.1,516.4,548,0
AMI242210004,2.0221E+13,20221024,8455,21,13.8,7,6.7,23.6,22.5,220.06,0.93,1.35,1.1,488.8,548,0
AMI242210004,2.0221E+13,20221024,8456,21,12.8,6.8,6.5,23.3,22.5,215.99,0.92,1.96,1.1,452,548,0
AMI242210004,2.0221E+13,20221024,8457,21,12.7,6.1,5.8,23.4,22.5,215.61,0.89,2.83,1.1,439.3,548,0
AMI242210004,2.0221E+13,20221024,8458,21,12.3,6.5,6.2,23.4,22.5,213.77,0.89,3.05,1.1,413.6,548,0
AMI242210004,2.0221E+13,20221024,8459,21,13.1,6.1,5.8,23.5,22.4,207.87,0.91,1.49,1.1,383.2,547,0
AMI242210004,2.0221E+13,20221024,8460,21,13.1,6.1,5.8,23.4,22.4,209.71,0.85,2.92,1.1,391.1,547,0
AMI242210004,2.0221E+13,20221024,8461,21,12,6.4,6.1,23.5,22.5,215.41,0.87,2.19,1.1,420.7,546,0
AMI242210004,2.0221E+13,20221024,8462,21,10.5,5.6,5.3,23.3,22.5,209.1,0.92,2.82,1.1,396,545,0
AMI242210004,2.0221E+13,20221024,8463,21,12.1,6.2,5.9,23.3,22.5,206.46,0.91,4.54,1.1,395.5,543,0
AMI242210004,2.0221E+13,20221024,8464,21,12.1,6.2,5.9,23.4,22.5,203.82,0.91,4.26,1.1,379.2,543,0
AMI242210004,2.0221E+13,20221024,8465,21,12.1,6.2,5.9,23.5,22.5,201.58,0.92,3.1,1.1,378.3,542,0
AMI242210004,2.0221E+13,20221024,8466,21,10.5,5.7,5.4,23.4,22.4,202.18,0.94,4.42,1.1,395.7,541,0
AMI242210004,2.0221E+13,20221024,8467,21,12.2,5.6,5.3,23.3,22.4,198.29,0.94,4.22,1.1,392.7,541,0
AMI242210004,2.0221E+13,20221024,8468,21,11.3,5.8,5.5,23.6,22.5,192,0.97,5.21,0.6,370.6,540,0
AMI242210004,2.0221E+13,20221024,8469,21,11,5.5,5.2,23.5,22.5,192.19,0.94,4.45,0.6,372.1,538,0
AMI242210004,2.0221E+13,20221024,8470,21,9.4,5.2,4.9,23.3,22.4,189.78,0.97,3.65,0.6,361.2,537,0
AMI242210004,2.0221E+13,20221024,8471,21,9.4,5.2,4.9,23.3,22.4,191.61,0.95,3.99,0.6,358.7,537,0
