pm10,pm25,pm1,humi,temp,hcho,co,no2,rn,voc,co2
8.6,5.2,4.9,30.1,22.8,175.61,0.43,1.03,0.8,492.8,560
10.8,5.4,5.1,30.1,22.8,179.47,0.43,0.47,0.8,499.6,560
8.7,5.2,4.9,30,22.8,176.62,0.42,0,0.8,493.4,559
8.7,5.2,4.9,30,22.8,174.81,0.42,0.45,1.1,491.1,558
8.5,5.6,5.3,30.2,22.8,175.82,0.42,0,1.1,492.9,556
8.7,5.6,5.3,30,22.8,175.61,0.42,0,1.1,493.5,555
8.9,4.9,4.7,29.9,22.8,178.25,0.42,0,1.1,495.7,555
9.6,5.6,5.3,29.9,22.8,175.82,0.43,0,1.1,489.9,555
8.7,5.3,5,30.1,22.7,181.11,0.43,0,1.1,495.6,557
8.7,5.3,5,29.9,22.8,181.11,0.42,0,1.1,486.7,557
8.7,5.3,5,29.9,22.8,181.72,0.43,0,1.1,480.9,557
8.7,5.3,5,30,22.8,181.71,0.43,0.6,1.1,482.1,557
8.4,5,4.7,29.8,22.8,179.69,0.43,0,1.1,476.4,560
9.3,5.2,4.9,29.8,22.8,178.66,0.42,0,1.3,470.5,564
9.2,5.4,5.1,29.8,22.8,175.61,0.42,0,1.3,466.8,565
9.2,5.4,5.1,29.8,22.8,176.02,0.43,0,1.3,468.9,567
9.5,5.1,4.8,29.8,22.7,179.05,0.42,0,1.3,474.1,569
8.5,5.3,5,29.8,22.9,177.44,0.42,0,1.3,472.2,572
9.7,5,4.7,29.7,22.7,175.2,0.42,0,1.3,467.3,572
10.4,5.5,5.2,29.6,22.8,173.78,0.42,0,1.3,464.9,572
10.4,5.5,5.2,29.5,22.8,172.96,0.42,0,1.3,460.3,572
7.9,4.7,4.5,29.9,22.8,172.96,0.41,1.04,1.3,463.8,572
8.6,4.9,4.7,29.5,22.7,172.76,0.42,0.47,1.3,461.8,570
9,5,4.7,29.4,22.9,175.41,0.41,0,1.6,455.6,570
8.7,5.1,4.8,29.3,22.7,173.17,0.41,0,1.6,446.1,569
8.7,5.1,4.8,29.4,22.8,171.13,0.4,0,1.6,442.2,569
8.9,4.9,4.7,29.5,22.8,172.76,0.4,0,1.6,442.9,568
7.8,5.1,4.8,29.4,22.8,166.67,0.39,0,1.6,430.1,568
9.1,5.1,4.8,29.3,22.9,175.4,0.41,0.94,1.6,440.7,566
8.8,4.6,4.4,29.3,22.8,164.63,0.39,0,1.6,423.6,564
8.3,4.6,4.4,29.3,22.7,164.23,0.39,0.65,1.6,422.1,563
8.3,4.6,4.4,29.3,22.8,170.93,0.39,0,1.6,434.6,563
7.8,4.7,4.5,29.2,22.8,167.68,0.38,0,1.6,427.9,563
10.9,5,4.7,29.4,22.8,165.85,0.39,0.51,1.6,426.3,563
8.2,4.8,4.6,29.4,22.8,167.47,0.39,0,1.6,425.5,563
8.2,4.8,4.6,29.5,22.8,169.5,0.39,0,1.6,430.6,563
7.8,4.7,4.5,29.6,22.8,170.31,0.39,0,1.6,433.2,562
7.9,4.7,4.5,29.4,22.8,168.89,0.39,0,1.6,427.2,562
7.9,4.7,4.5,29.5,22.7,168.08,0.38,0,1.6,425,562
7.5,5,4.7,29.3,22.8,165.64,0.38,0,1.6,420.3,561
7.5,5,4.7,29.3,22.7,164.42,0.38,0,1.6,411,561
7.5,5,4.7,29,22.7,163.61,0.37,0,1.6,405.1,559
8,4.9,4.7,29.2,22.8,157.11,0.37,0.54,1.6,394.3,558
7.3,4.2,4,29.2,22.8,165.65,0.36,0.55,1.6,403.7,558
7.3,4.2,4,28.9,22.8,159.75,0.36,0,1.6,386.9,558
9.2,4.7,4.5,29,22.8,158.73,0.36,0,1.9,389.7,558
7.6,4.6,4.4,29,22.8,160.15,0.36,0,1.9,385.8,558
7.6,4.6,4.4,29,22.8,156.7,0.36,0,1.9,382.6,558
7.9,4.5,4.3,29,22.8,154.87,0.36,0,1.9,380.9,558
7.5,4.1,3.9,29.1,22.7,164.02,0.37,0.52,1.9,392.1,558
7.7,4.5,4.3,29,22.8,163.81,0.35,0,1.9,389.8,557
7.7,4.5,4.3,29.2,22.8,162.6,0.35,0,1.9,389.5,556
8.2,4.5,4.3,29.1,22.7,163.61,0.35,0,1.9,388.4,556
8.1,4.4,4.2,29.1,22.8,162.99,0.35,0,1.6,385.7,556
8.7,4.6,4.4,29.1,22.7,159.34,0.35,0,1.6,384.9,557
6.8,4,3.8,29.2,22.8,164.62,0.35,0,1.6,387.6,557
8.1,4.9,4.7,29.1,22.9,163.4,0.35,0,1.6,386.7,557
8.1,4.9,4.7,29.1,22.8,162.39,0.35,0,1.6,386.8,557
6.6,4.2,4,29,22.7,159.34,0.35,0,1.6,381.7,557
6.6,4.2,4,29.1,22.8,163.4,0.35,0,1.6,382.9,557
7.2,4.1,3.9,29.1,22.7,164.01,0.34,0,1.6,380.6,558
7.3,4.5,4.3,28.9,22.8,163.4,0.35,0,1.6,378.4,558
8.3,4.1,3.9,29,22.8,162.99,0.34,0,1.6,377.4,559
7.4,4.3,4.1,29.2,22.7,164.62,0.34,0,1.6,383.1,560
7.1,4.3,4.1,29.1,22.8,164.61,0.34,0,1.4,385.3,560
7.9,4.3,4.1,29.3,22.9,164.61,0.34,0,1.4,382,561
6.9,4.1,3.9,29.2,22.8,165.02,0.35,0,1.4,382,561
6.9,4.1,3.9,28.9,22.8,164.61,0.35,0,1.4,379.4,561
7.6,4.4,4.2,28.9,22.8,162.99,0.35,0,1.4,377.9,561
9.2,4.5,4.3,28.9,22.8,135.95,0.29,0,1.4,313.5,563
7.7,4.1,3.9,29.1,22.8,165.02,0.34,0,1.4,377,564
8,4.4,4.2,29.1,22.8,167.26,0.34,0,1.4,377.8,564
7.2,4.4,4.2,29,22.8,167.05,0.34,0,1.4,377.4,565
7.7,4.7,4.5,29.1,22.8,165.42,0.34,0,1.3,374.8,568
8,4.8,4.6,28.9,22.8,166.64,0.34,0,1.3,372.8,570
8,4.8,4.6,29,22.8,170.3,0.34,0,1.3,374.9,571
6.9,4.1,3.9,29,22.8,169.69,0.34,0.54,1.3,377.7,571
8,4.2,4,29,22.7,167.47,0.34,0,1.3,373.3,573
7.7,4.5,4.3,28.9,22.8,170.51,0.33,0,1.3,374.8,575
7.7,4.5,4.3,28.8,22.8,162.59,0.34,0,1.3,362.8,575
8.3,4.3,4.1,28.7,22.9,164.42,0.34,0,1.3,359.1,575
8.3,4.3,4.1,28.8,22.8,159.33,0.34,0,1.3,352,575
7.1,4,3.8,28.8,22.7,166.85,0.34,0,1.3,360.1,575
7,3.9,3.7,28.5,22.8,162.78,0.34,0,0.9,356.8,575
7.8,4.6,4.4,28.7,22.8,164,0.34,0,0.9,359,574
7.8,4.6,4.4,28.9,22.8,165.43,0.34,0,0.9,362.2,574
7.8,4.2,4,28.8,22.8,166.44,0.33,0,0.9,365.4,574
7.8,4.2,4,28.9,22.8,167.04,0.34,0,0.9,365.4,574
7.2,3.6,3.4,28.8,22.8,167.66,0.34,0,0.9,364,573
7.6,3.9,3.7,28.9,22.8,167.46,0.34,0,0.9,363.2,571
7.6,3.9,3.7,28.9,22.8,167.87,0.33,0,0.9,363.7,571
7.2,4.7,4.5,28.6,22.9,166.84,0.33,0,0.9,360.6,571
7.2,4.7,4.5,28.8,22.8,165.83,0.34,0,0.9,359.2,572
6.6,3.8,3.6,28.7,22.9,166.44,0.33,0,1.1,357.5,573
6.6,3.8,3.6,28.7,22.9,164.61,0.33,0,1.1,352.4,573
9.2,4.2,4,28.8,22.8,164.81,0.33,0,1.1,356.4,574
9.2,4.2,4,28.7,22.8,165.42,0.33,0,1.1,358.4,574
7.6,4.5,4.3,28.7,22.7,168.67,0.33,0,1.1,361.8,575
7.5,3.9,3.7,28.9,22.8,169.48,0.34,0,1.1,365.6,575
7.4,4.3,4.1,28.9,22.8,170.91,0.34,0,1.1,368.3,576
7.8,4.4,4.2,29,22.8,172.54,0.34,0,1.1,369.6,579
8.4,4.1,3.9,28.9,22.8,175.58,0.33,0,1.1,373.9,579
7.6,4.2,4,28.8,22.8,185.34,0.34,0,1.1,394.3,579
6.9,3.8,3.6,29,22.9,178.63,0.34,0,0.8,371.9,582
6.7,3.8,3.6,28.9,22.8,175.99,0.34,0,0.8,369.6,582
7.6,4,3.8,28.9,22.8,175.58,0.34,0,0.8,368.7,583
6.8,3.4,3.2,28.9,22.9,175.17,0.35,0,0.8,367.6,584
6.8,3.4,3.2,28.9,22.8,172.93,0.34,0,0.8,365.5,584
7.8,3.9,3.7,28.8,22.7,170.5,0.35,0,0.8,363,584
7.7,4,3.8,28.9,22.8,170.49,0.35,0,0.8,362.6,584
8.4,4.3,4.1,28.8,22.9,173.95,0.35,0,0.8,363.8,584
8.4,4.3,4.1,28.8,22.8,175.57,0.35,0,0.8,364.3,584
8.4,4.3,4.1,29,22.8,174.76,0.35,0,0.8,362.9,584
8.4,4.3,4.1,28.8,22.9,173.95,0.35,0,0.8,359.6,584
6.8,3.6,3.4,28.9,22.8,174.76,0.35,0,1,361.1,585
6.8,3.6,3.4,28.8,22.8,176.18,0.35,0,1,366.2,586
6.8,3.7,3.5,28.7,22.9,174.35,0.35,0,1,361.5,586
6.8,3.7,3.5,28.8,22.8,173.13,0.35,0,1,356.9,586
8.2,3.8,3.6,28.9,22.7,174.15,0.35,0,1,357.5,586
7.4,3.6,3.4,28.9,22.8,175.98,0.36,0,1,361.2,586
7.4,3.6,3.4,28.9,22.9,179.02,0.36,0,1,364.1,587
7.4,3.6,3.4,29,22.8,179.22,0.36,0,1,366.8,587
7.4,3.9,3.7,28.8,22.8,176.38,0.36,0,1,360,590
6.9,3.4,3.2,29,22.8,175.57,0.35,0,0.8,358.1,593
7.8,3.6,3.4,28.9,22.8,176.38,0.36,0,0.8,358.7,594
6.2,3.4,3.2,28.8,22.8,179.83,0.36,0,0.8,362.8,597
6.3,3.5,3.3,28.9,22.8,180.24,0.36,0,0.8,363.8,598
6.9,3.6,3.4,28.9,22.8,179.84,0.36,0,0.8,359.3,599
7,3.6,3.4,29,22.8,177.6,0.36,0,0.8,356,602
7,3.9,3.7,28.9,22.8,179.02,0.37,0,0.8,361.7,602
6,3.5,3.3,29,22.8,181.66,0.36,0,0.8,362.7,602
6.7,3.6,3.4,28.8,22.7,181.66,0.37,0,0.8,362.8,603
8.4,3.6,3.4,28.8,22.9,181.05,0.36,0,0.8,361.9,604
6.1,3.4,3.2,28.8,22.8,181.66,0.36,0,0.6,359.5,605
6.6,3.5,3.3,29,22.8,183.71,0.37,0,0.6,359.6,605
7.9,3.6,3.4,29,22.8,186.55,0.35,0,0.6,366.4,607
7.9,3.6,3.4,28.9,22.8,186.56,0.37,0,0.6,371.9,607
7.9,3.6,3.4,28.8,22.9,186.99,0.36,0,0.6,371.5,607
8.4,3.8,3.6,28.9,22.9,186.58,0.35,0,0.6,371.7,608
6.4,3.1,2.9,28.8,22.9,185.75,0.37,0,0.6,369.8,609
5.8,3.5,3.3,28.7,22.8,152.22,0.31,0,0.6,303.1,610
6.2,3.4,3.2,28.7,22.9,180.06,0.37,0,0.6,360,612
8.4,3.3,3.1,28.9,22.9,176.61,0.37,0,0.6,354.9,613
8.4,3.3,3.1,28.7,22.8,182.71,0.38,0,0.6,361.6,613
8.4,3.3,3.1,28.9,22.9,185.33,0.37,0,0.6,365,613
6.9,3.3,3.1,28.8,22.8,182.08,0.37,0,0.7,359.2,614
7.5,3.6,3.4,28.8,22.8,181.68,0.37,0,0.7,361.4,616
7.9,3.4,3.2,28.7,22.8,183.51,0.38,0,0.7,366.1,617
7.9,3.4,3.2,28.8,22.8,184.12,0.38,0,0.7,366.2,617
6.2,3.3,3.1,28.9,22.8,186.75,0.39,0,0.7,365.7,618
6.9,3.7,3.5,28.9,22.9,186.76,0.39,0,0.7,369.7,621
6.9,3.7,3.5,28.8,22.8,190.2,0.39,0,0.7,370.7,621
8.3,3.3,3.1,28.9,22.8,193.25,0.39,0,0.7,378.5,622
9.1,3.7,3.5,28.8,22.8,192.03,0.39,0,0.7,367.4,625
9.1,3.7,3.5,28.6,22.8,185.13,0.38,0,0.7,360.1,625
6.6,3.3,3.1,28.7,22.8,186.55,0.39,0,0.7,364.5,625
6.6,3.3,3.1,28.8,22.8,190.42,0.41,0,0.7,367.9,625
7,3.1,2.9,28.8,22.8,192.66,0.38,0,0.7,375.2,626
6.6,3.6,3.4,28.8,22.8,193.06,0.39,0,0.7,373.5,627
6.5,3.3,3.1,28.8,22.9,188.99,0.4,0,0.7,366.5,629
7.8,3.2,3,28.8,22.8,186.56,0.39,0,0.7,361.6,631
7.8,3.2,3,28.9,22.9,187.37,0.39,0,0.7,366.3,631
6.5,3.4,3.2,28.9,22.9,188.99,0.39,0,0.7,367.7,633
7.4,3.2,3,28.9,22.9,188.98,0.39,0,0.9,368.6,634
6.8,3,2.8,28.7,22.8,188.58,0.4,0,0.9,367.2,635
7.6,3.2,3,28.8,22.8,190.2,0.41,0,0.9,363.7,636
7.5,3.5,3.3,28.8,22.9,190.4,0.4,0,0.9,365.6,638
7.6,3.7,3.5,28.7,22.9,189.6,0.4,0,0.9,362.7,637
5.8,3.1,2.9,28.8,22.9,191.22,0.41,0,0.9,363.5,637
6.7,3.2,3,28.8,22.8,189.8,0.4,0,0.9,362.4,637
6.8,3.6,3.4,28.6,22.8,188.98,0.4,0,0.9,361.1,638
6.1,3.1,2.9,28.7,22.9,189.39,0.4,0,0.9,362,639
6.1,3.1,2.9,28.7,22.8,189.79,0.41,0,0.9,365,639
6.5,3.4,3.2,28.7,22.8,188.37,0.4,0,0.7,363.6,639
6.5,3.4,3.2,28.6,22.8,190.41,0.4,0,0.7,363.7,639
7.3,3.3,3.1,28.8,22.9,189.99,0.4,0,0.7,363.6,639
6.4,3.3,3.1,28.9,22.9,192.64,0.41,0,0.7,368.2,639
6.2,3,2.8,28.9,22.8,195.07,0.41,0,0.7,373.4,639
6.4,3.1,2.9,28.8,22.9,195.07,0.41,0,0.7,372.8,639
6.5,3.3,3.1,28.7,22.9,194.66,0.41,0,0.7,371.2,639
6.5,3.3,3.1,28.7,22.9,195.89,0.41,0,0.7,370,639
7.9,3.1,2.9,28.7,22.9,194.26,0.41,0,0.7,371.4,641
7.9,3.1,2.9,29,22.8,194.07,0.41,0,0.7,371.2,641
6.3,3,2.8,28.9,22.8,193.25,0.41,0,0.7,372.6,643
7.4,3.1,2.9,28.8,22.9,193.24,0.42,0,1,370.4,645
7.4,3.1,2.9,28.8,22.9,192.03,0.41,0,1,367.5,645
7.4,3.1,2.9,28.8,22.8,192.63,0.41,0,1,367.9,645
6.4,3,2.8,28.7,22.9,192.43,0.4,0,1,366,648
7.1,3.4,3.2,28.8,22.8,188.97,0.41,0,1,364.1,656
5.6,3,2.8,28.9,22.8,194.05,0.42,0,1,358.4,662
5.6,3,2.8,29,22.9,199.55,0.42,0,1,376.2,662
12.5,3.2,3,29,23,199.76,0.41,0,1,380,669
7,3,2.8,28.9,22.8,198.73,0.41,0,1,378.7,675
6.5,2.9,2.8,28.8,22.8,196.3,0.43,0,1.1,377,686
6.5,2.9,2.8,29,22.9,195.89,0.42,0,1.1,374.9,686
5.9,3.1,2.9,28.8,22.9,196.5,0.42,0,1.1,376.9,691
7.2,2.9,2.8,29.1,22.8,195.48,0.42,0,1.1,375.6,698
7,3,2.8,28.9,22.9,196.49,0.44,0,1.1,374.5,700
6.9,3.4,3.2,29,22.9,195.28,0.42,0,1.1,378.6,705
6.5,3.1,2.9,28.9,23,195.07,0.42,0,1.1,380.5,715
6,3,2.8,29,22.9,192.83,0.43,0,1.1,380.6,717
5.9,3,2.8,29.1,22.9,192.83,0.42,0,1.1,383.6,718
6.1,3.2,3,29.1,22.9,192.62,0.43,0,1.1,385.1,719
6.9,3.3,3.1,29,22.9,193.02,0.43,0,1.1,387.2,718
5.9,2.9,2.8,29.1,22.9,193.43,0.43,0,1.1,386.5,718
7.5,3.1,2.9,28.9,22.9,193.02,0.44,0,1.1,381.2,717
6,2.9,2.8,29,22.9,193.43,0.43,0,1.1,383.9,716
6.7,3,2.8,28.7,22.8,192.61,0.43,0,1.1,381.4,713
6.1,3.4,3.2,28.9,22.9,192.61,0.43,0,1.1,380.5,711
6.2,3.2,3,29,22.8,192.61,0.44,0,1.1,381.3,706
6.2,3.2,3,29,22.9,193.02,0.43,0,1.1,385,706
6.1,3.3,3.1,28.8,22.9,193.01,0.43,0,1.1,385.5,701
7,3.1,2.9,29.1,22.9,192.6,0.43,0,1.1,384,697
6.3,3.1,2.9,28.9,22.9,192.61,0.42,0,1.1,384,693
6.3,3.1,2.9,28.9,22.8,193.82,0.42,0,1.1,389.5,691
6.3,3.1,2.9,29,22.9,196.86,0.43,0,1.1,386.6,691
6.3,3.1,2.9,28.9,22.8,197.27,0.43,0,1.1,386.2,691
6.3,3.1,2.9,29.2,22.9,196.26,0.43,0,1.1,387.5,691
6.3,2.9,2.8,29,22.9,195.04,0.43,0,1.1,389.1,690
6.3,2.9,2.8,29.1,22.8,193.41,0.43,0,1.1,388.1,689
6.3,3.1,2.9,29.1,22.9,192.8,0.43,0,1.1,387.1,688
5.5,3.2,3,29.1,22.9,192.6,0.43,0,1.1,384.7,688
7.7,3.4,3.2,29,22.9,192.2,0.43,0,1.1,381.1,689
5.7,2.7,2.6,28.9,23,193,0.44,0,1,384.3,690
6.4,3,2.8,28.8,22.9,192.6,0.43,0,1,382.2,691
6.7,3,2.8,28.9,22.9,194.23,0.43,0,1,381.6,692
6.7,3,2.8,28.9,22.9,192.2,0.43,0,1,382,692
6.5,3.1,2.9,29,22.9,192.61,0.43,0,1,381.2,693
5.6,2.6,2.5,28.9,22.9,192.6,0.44,0,1,382.7,694
5.9,2.7,2.6,29,22.9,194.23,0.44,0,1,384.8,696
6,2.7,2.6,28.9,22.9,194.83,0.45,0,1,389.6,696
6,2.7,2.6,29,22.8,193.82,0.44,0,1,390.6,696
6,2.7,2.6,29,22.8,193.61,0.44,0,1,389.8,695
5.6,2.7,2.6,29,22.9,193.82,0.44,0,1.1,389.7,695
5.7,2.9,2.8,29,22.9,193.41,0.44,0,1.1,390.4,695
6.8,3.1,2.9,29,23,192.8,0.44,0,1.1,389.3,695
7.4,3.3,3.1,29,22.9,193,0.44,0,1.1,389.5,696
7.4,3.3,3.1,29.1,23,193.61,0.46,0,1.1,386.4,696
6.6,3.1,2.9,28.7,22.9,193.4,0.47,0,1.1,380.4,696
6,2.9,2.8,29,22.9,198.89,0.47,0,1.1,382.7,696
6,2.9,2.8,28.9,22.9,196.67,0.45,0,1.1,387.2,696
5.8,3,2.8,28.8,22.9,193.82,0.46,0,1.1,381.9,697
5.8,3,2.8,28.9,22.9,192.19,0.46,0,1.1,379.2,697
5.8,2.9,2.8,28.8,22.9,192.6,0.47,0,1,378.8,699
5.8,2.9,2.8,28.9,23,192.8,0.46,0.54,1,381,700
5.8,2.9,2.8,28.9,22.9,192.6,0.45,0,1,382.7,700
10.1,4.5,4.3,29,22.9,193.2,0.46,0,1,383.5,701
10,4.4,4.2,29,22.9,194.63,0.45,0,1,389.4,701
20.2,9.3,8.8,29,22.8,196.05,0.46,0,1,391.3,703
26.1,12.5,11.9,29,22.9,195.04,0.46,0,1,393.2,708
31.4,13.8,13.1,29.1,22.8,197.47,0.47,0,1,391.7,710
37.1,17.8,16.9,29,22.9,195.44,0.46,0,1,392.1,714
32.1,16.2,15.4,29,22.8,195.64,0.47,0,1,392.2,716
39.8,18.4,17.5,29.1,22.9,196.46,0.47,0,1,392.9,721
40.4,18.2,17.3,29.1,22.9,198.28,0.47,0,0.9,396.7,723
32.3,15.2,14.4,29.1,22.9,195.64,0.46,0,0.9,395.9,729
25,12.2,11.6,29.1,22.9,195.84,0.47,0,0.9,397.2,731
25,12.2,11.6,29.1,22.9,195.65,0.47,0,0.9,397.6,734
16.9,7.7,7.3,29.1,23,195.03,0.47,0,0.9,398,734
18.1,7.9,7.5,29,23,194.02,0.47,0,0.9,393.9,735
16,7.2,6.8,28.8,22.8,193.01,0.47,0,0.9,394.9,734
13.8,6.4,6.1,28.9,22.9,190.76,0.47,0,0.9,391.6,731
15.3,6.8,6.5,28.9,22.9,191.58,0.48,0,0.9,386,728
15.3,6.8,6.5,29,22.9,192.59,0.49,0,0.9,388.8,728
14.8,7,6.7,28.8,22.9,193.41,0.48,0,1.1,391.9,726
21.3,8.5,8.1,28.8,22.9,194.63,0.48,0,1.1,387.8,724
27.5,12.7,12.1,28.8,23,195.45,0.51,0,1.1,383.9,724
27.4,11.9,11.3,28.7,23,194.64,0.51,0,1.1,382,723
73.8,33.1,31.4,28.5,23,198.7,0.52,0,1.1,387.3,723
48.8,23.3,22.1,28.8,22.9,200.55,0.53,0.6,1.1,386.2,723
56,25.4,24.1,28.8,22.9,201.54,0.5,0,1.1,396.8,724
56.6,25.2,23.9,28.9,22.9,198.69,0.51,0,1.1,398.2,726
35.4,17.1,16.2,28.9,23,197.27,0.5,0,1.1,399.4,733
52.6,23.8,22.6,29,23,198.08,0.5,0,1.1,401.1,737
54.5,25,23.7,29.1,22.9,196.05,0.5,0,1.1,402.2,739
53.3,25,23.7,29.1,23,197.07,0.51,0,1.1,394.1,742
44.1,20.9,19.9,29.1,22.9,198.69,0.51,0,1.1,397.8,746
44.1,20.9,19.9,29.1,23,198.68,0.51,0,1.1,402.1,749
43.1,19.6,18.6,29.1,23,198.69,0.51,0,1.1,400.3,755
43.1,19.6,18.6,29,22.9,194.02,0.51,0,1.1,400.4,755
42.9,19.2,18.2,29.2,22.9,194.22,0.51,0,1.1,401.8,759
42.1,19.4,18.4,29.2,22.9,195.02,0.51,0,1.1,405.3,761
37.4,17.4,16.5,29.3,22.9,195.63,0.51,0,1.1,406.8,763
36.1,16.7,15.9,29.2,22.9,192.58,0.51,0,1.5,405.5,764
32.4,15.7,14.9,29.2,22.9,160.69,0.43,0,1.5,337.6,768
31.5,15.1,14.3,29.2,22.9,192.58,0.51,0,1.5,404.2,773
28.3,14.4,13.7,29.2,22.9,192.58,0.51,0,1.5,405.8,779
28.3,14.4,13.7,29.3,23,192.78,0.52,0,1.5,406.8,782
31.7,14.3,13.6,29.4,23,193.99,0.53,0,1.5,407.1,787
31.7,14.3,13.6,29.3,23,196.43,0.55,0,1.5,403.6,787
30.4,14.1,13.4,29.2,22.8,194.8,0.54,0,1.5,406,790
33.6,14.9,14.2,29.2,22.9,195.22,0.55,0,1.5,403.9,793
32.4,15,14.3,29.3,23,196.44,0.54,0,1.5,406.5,794
31.6,14.7,14,29.2,23,194,0.54,0,1.5,404.1,794
29,13.5,12.8,29.2,22.9,196.23,0.54,0,1.1,407.9,797
29,13.5,12.8,29.1,23,193.6,0.53,0,1.1,411.9,798
29,13.5,12.8,29.2,22.9,190.55,0.53,0,1.1,409.9,798
29.2,14.8,14.1,29.2,23,192.58,0.52,0,1.1,410.8,798
29.2,14.8,14.1,29.2,23,192.58,0.53,0,1.1,412.8,798
27.8,13.4,12.7,29.1,22.9,191.97,0.54,0,1.1,410.5,798
29.2,13.6,12.9,29.1,23,191.56,0.54,0,1.1,409.2,797
29.1,14.4,13.7,29.1,23,192.58,0.54,0,1.1,411,796
29.1,14.4,13.7,29.2,23,192.78,0.54,0,1.1,412.4,796
28.1,13.2,12.5,29.1,22.9,193.39,0.54,0,1.1,416.6,795
29.6,14.1,13.4,29.2,22.9,193.59,0.55,0,1.3,415.2,793
28.3,12.8,12.2,29.1,22.9,193.59,0.55,0,1.3,412.5,792
28.7,13.5,12.8,29.2,22.8,194,0.55,0,1.3,411.8,790
27.7,13.5,12.8,29.3,22.9,194.21,0.55,0,1.3,414.1,789
29.8,13.5,12.8,29.3,22.9,194.4,0.55,0,1.3,417,788
29.8,13.5,12.8,29.1,22.9,194,0.55,0,1.3,417.8,788
28.3,12.8,12.2,29.1,22.9,193.39,0.55,0,1.3,416.6,787
25.9,12.5,11.9,29.2,22.8,194,0.55,0,1.3,418.2,785
27.9,12.8,12.2,29.3,22.9,195.42,0.56,0,1.3,418.4,785
27.5,12.5,11.9,29.3,23,196.64,0.57,0,1.6,421.1,784
24.9,11.9,11.3,29.3,22.9,199.49,0.58,0,1.6,421.1,783
24.9,11.9,11.3,29.3,22.9,198.88,0.57,0,1.6,420.7,783
26.3,12.5,11.9,29.2,22.9,198.68,0.57,0,1.6,420.8,783
24.5,11.8,11.2,29.1,22.9,194.62,0.56,0,1.6,420.5,782
24.5,11.8,11.2,29.1,22.9,192.59,0.56,0,1.6,417.6,782
24.5,11.8,11.2,29,22.9,192.59,0.57,0,1.6,417.8,781
24.5,11.8,11.2,29.1,22.9,194.01,0.57,0,1.6,419.1,781
21.5,10.9,10.4,29,22.9,193.2,0.57,0,1.6,419.2,779
23.7,11.2,10.6,29.2,22.9,195.63,0.58,0,1.6,422.4,777
23.6,11.1,10.5,29.2,23,196.85,0.58,0,1.6,426.9,776
23.4,11.4,10.8,29.1,22.9,197.26,0.58,0,1.4,430.1,774
22.7,11,10.4,29,23,198.68,0.58,0,1.4,433,774
24.5,11.1,10.5,29.2,22.9,198.68,0.58,0,1.4,432.6,773
22.2,10.6,10.1,29.2,22.9,198.69,0.58,0,1.4,432.6,772
22.9,11.5,10.9,29.1,22.8,198.69,0.58,0,1.4,437.3,772
23.7,11,10.4,29.2,22.9,198.07,0.58,0,1.4,438.1,772
23.2,11.2,10.6,29.2,22.9,199.49,0.58,0,1.4,442,773
22.7,10.8,10.3,29.3,22.9,198.68,0.59,0,1.4,443.8,774
23.3,11,10.4,29.4,22.8,199.09,0.59,0,1.4,446.8,774
22.9,11.6,11,29.3,22.9,199.08,0.59,0,1.4,445.4,773
22.3,11,10.4,29.2,22.9,199.71,0.58,0,1.4,448.8,774
22.5,10.2,9.7,29.3,22.9,200.11,0.58,0,1.4,456.3,773
22.5,10.2,9.7,29.2,23,202.95,0.6,0,1.4,465.4,773
21.5,10.2,9.7,29.1,22.9,203.56,0.6,0,1.4,469.1,773
21.5,10.2,9.7,29.1,22.9,203.56,0.61,0,1.4,473.3,773
23,10.7,10.2,29,23,203.58,0.61,0,1.4,480.3,772
21,10.5,10,29.1,22.9,203.57,0.61,0,1.4,488.3,771
19.5,10.4,9.9,28.9,22.9,203.57,0.61,0,1.4,478.3,770
21.9,10.4,9.9,28.9,22.9,203.57,0.61,0,1.4,483.8,767
21.9,10.4,9.9,29,22.9,207.44,0.62,0,1.2,491.4,766
22.6,10.5,10,29.1,22.9,212.52,0.62,0,1.2,503.7,765
22.1,10.3,9.8,27.3,23,210.51,0.63,0,1.2,515.8,764
22.1,10.3,9.8,26.9,22.9,194.07,0.83,0,1.2,634.2,764
19.7,10.8,10.3,27,23,221.72,0.87,0,1.2,627.3,755
19.7,10.8,10.3,27.5,23,236.56,0.81,0.7,1.2,610.1,755
21.2,11,10.4,26.9,23,237.37,0.74,1.28,1.2,584.9,750
22,10.6,10.1,26.8,23,210.94,0.86,0,1.2,603.3,745
19.9,9.9,9.4,27.2,23,182.3,0.69,1.26,1.2,486.1,741
17.3,9.2,8.7,25.8,22.9,173.16,0.7,1.26,1.2,483.7,730
18.5,9.2,8.7,25.5,23.1,202.84,0.97,0,1.2,602,724
18.5,9.2,8.7,25.9,23.1,214.02,0.99,0,1.2,616.4,724
18.5,9.2,8.7,26.6,22.9,237.79,0.88,2.71,1.2,615.2,724
18.5,9.2,8.7,26.8,22.9,244.48,0.79,0.6,1.2,669.4,718
20,10.4,9.9,26.9,22.9,251.81,0.78,0,1.1,717.4,707
19.4,10.1,9.6,26.4,22.9,227.43,0.74,0.59,1.1,629.7,702
19.9,9.7,9.2,24.9,22.9,208.74,0.95,0,1.1,683.9,686
19.9,9.7,9.2,24.9,22.9,229.5,1.17,0,1.1,730.3,684
